FID,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,brightness,wetness,greenness,fanzhaolv,VIGS,BCI,EVI1,EVI2,LSWI,GNDVI,MTCI,PSSRA,IRECI,MCARI1,MCARI2,MCARI3,Rededge,CIrededge,CIg,RDVI,NDRE1,NDRE2,DVI,mNDVI,SR,DVIre,NDVIre,NDI45,NDVI1,NDVI2,NDVI3,RDVI0,RDVI1,RDVI2,RDVI3,NDVIre1n,NDVIre2,NDVIre2n,NDVIre3,NDVIre3n,PSRI,MTVI,TVI,VARI,DF,IREC,SAVI,NDWI,MSI,NDII,TNDVI,NRI,MSRre,MSRren,WDVI,MSAV2,PV,IPV,TNDV,C,SMI,MI,IRIswir1,IRInir,HSI,S2,SI,GSI,GARI,CRE,ARI,GNDVI1,SIPI,CRI,SAVI0,SAVI1,SAVI2,SAVI3,OSAVI,TCARI,MCARI_OSAVI,MRAI2,GDVI,VH,VV,VH_LAI_soil,VV_LAI_soil,VH_LAI_fvc_soil,VV_LAI_fvc_soil,VH_VWC_soil,VV_VWC_soil,VH_VWC_fvc_soil,VV_VWC_fvc_soil,DPSVI,RVI,Mc,TAN1,TAN2,TANc,Hc,DPDD,IDPDD,VDDPI,RVI4SI,R1,R2,R3
10,0.030575,0.042308,0.029948,0.064741,0.174786,0.210538,0.224325,0.231773,0.231532,0.101675,0.04609,0.237718,-0.041888,0.059488,0.106902,0.607005,1.061312,0.395137,0.307067,0.364814,0.54179,3.14218,4.493202,0.344476,0.000798,0.162784,0.168346,-0.07585,1.67593,2.216833,0.310591,0.388513,0.455916,0.160701,1.25506,4.700617,0.131209,0.473595,0.253485,0.649149,0.657399,0.635911,0.331009,0.25785,0.072623,0.023513,0.48468,0.104265,0.118469,0.022551,0.036924,-0.098237,0.076357,0.569714,0.389337,-491.907875,0.344476,0.322452,-0.377179,0.486978,-0.364814,1.071983,0.165583,0.923149,0.954856,0.182415,-0.274267,0.113633,0.824575,0.463646,-0.165583,0.443514,0.00077,0.679259,0.518068,3.528682,0.157531,0.050909,-0.099199,0.031036,70.286473,1.202158,0.525653,0.557433,3.463851,0.331773,0.26278,0.076249,0.024803,0.269727,0.135037,0.624088,3.420945,0.964974,0.029229,0.079403,-0.111225,-0.01864,-0.073279,0.008843,0.030406,0.092954,0.030246,0.091041,0.001132,0.853256,0.456994,1.60285,0.602853,0.512124,3.30792,-0.035479,5.743,-0.626199,0.925817,0.373801,0.373801,2.20571
11,0.031331,0.045346,0.02899,0.066161,0.17323,0.20675,0.2191,0.228183,0.225189,0.106311,0.048613,0.234883,-0.043144,0.055191,0.105692,0.633391,1.056758,0.388147,0.298912,0.353205,0.530492,3.031317,4.380661,0.324918,0.000789,0.152628,0.157722,-0.073073,1.612171,2.102421,0.302983,0.379446,0.446263,0.155777,1.288622,4.602709,0.126521,0.46591,0.252773,0.642934,0.646985,0.62813,0.320296,0.246877,0.067428,0.019856,0.471334,0.105032,0.111908,0.024789,0.031742,-0.108186,0.076688,0.566975,0.408115,-449.288145,0.324918,0.314785,-0.359265,0.502491,-0.353205,1.069077,0.17069,0.901616,0.916809,0.17741,-0.25062,0.110151,0.821467,0.4581,-0.17069,0.439109,0.000806,0.664038,0.535862,3.427996,0.167759,0.051248,-0.105677,0.023509,72.808712,1.187679,0.512429,0.537584,3.305744,0.319222,0.250487,0.070612,0.020903,0.261282,0.132473,0.603618,3.228628,0.965595,0.033345,0.08821,-0.100631,-0.00144,-0.062603,0.024871,0.035317,0.102669,0.034997,0.100348,0.001554,0.863122,0.449383,1.61671,0.616709,0.502387,3.27952,-0.038796,5.73968,-0.619598,0.936967,0.380402,0.380402,2.23342
12,0.031864,0.0422,0.028447,0.061545,0.159997,0.191125,0.204808,0.202405,0.206584,0.099307,0.047923,0.22741,-0.042036,0.048202,0.099928,0.874688,1.049393,0.357334,0.276484,0.349111,0.529135,3.049301,3.911627,0.282115,0.000626,0.130136,0.136005,-0.066741,1.481974,2.072032,0.281273,0.35752,0.425501,0.143738,1.272485,4.134949,0.117313,0.448001,0.223599,0.610442,0.610092,0.592708,0.295957,0.228982,0.062751,0.016595,0.447592,0.107731,0.107211,0.027775,0.027255,-0.100619,0.064466,0.552463,0.291311,-359.443739,0.282115,0.293148,-0.348671,0.510142,-0.349111,1.053772,0.120123,0.852823,0.851702,0.166668,-0.195216,0.101638,0.805221,0.442067,-0.120123,0.435039,0.000864,0.64745,0.547261,3.382812,0.143477,0.052984,-0.092848,0.00575,77.18684,1.238197,0.508843,0.511334,3.24488,0.292862,0.230675,0.065383,0.017407,0.242345,0.12168,0.561079,3.156654,0.962108,0.024183,0.077127,-0.095802,-0.010325,-0.05341,0.020201,0.025208,0.084927,0.025188,0.082657,0.000881,0.763617,0.526336,1.46537,0.465371,0.600967,3.26747,-0.037437,5.74104,-0.687199,0.824878,0.312801,0.312801,1.93074
13,0.033567,0.042177,0.032756,0.064635,0.149581,0.176775,0.189501,0.187432,0.192979,0.101036,0.050363,0.22392,-0.044413,0.039542,0.095774,1.009729,1.040356,0.329715,0.253894,0.31613,0.506396,2.905906,3.520106,0.245574,0.000566,0.11155,0.117541,-0.061561,1.317737,1.907064,0.261895,0.33143,0.39697,0.131874,1.286465,3.699627,0.106548,0.417297,0.205772,0.573644,0.580875,0.557137,0.281009,0.217163,0.064004,0.021382,0.426269,0.09978,0.110667,0.024485,0.035493,-0.098016,0.05946,0.535488,0.229109,-321.281603,0.245574,0.270947,-0.325963,0.545679,-0.31613,1.03613,0.095068,0.773879,0.797087,0.156315,-0.141118,0.093249,0.786822,0.424842,-0.095068,0.444376,0.001016,0.61232,0.589425,3.418271,0.128644,0.055637,-0.084286,-0.021893,78.423352,1.254641,0.488035,0.488605,3.123464,0.277778,0.218466,0.066527,0.022388,0.223496,0.114811,0.52511,3.073431,0.941915,0.015456,0.06371,-0.096144,-0.021478,-0.051749,0.011591,0.014502,0.06804,0.014907,0.066102,0.000381,0.648924,0.61176,1.32324,0.323244,0.702916,3.57846,-0.03412,5.74436,-0.757949,0.695657,0.242051,0.242051,1.64649
14,0.034807,0.042112,0.032864,0.067269,0.142695,0.164503,0.171875,0.179377,0.180471,0.104215,0.050016,0.224462,-0.043305,0.04357,0.089992,1.01431,1.044554,0.345348,0.264938,0.326645,0.515083,2.960112,3.772343,0.268078,0.000633,0.125172,0.131121,-0.064461,1.39854,1.98457,0.273608,0.349934,0.411287,0.137355,1.308417,3.95267,0.110722,0.430036,0.222678,0.59566,0.609503,0.580778,0.29784,0.230736,0.068297,0.027353,0.4476,0.094498,0.116084,0.022973,0.044784,-0.105797,0.064515,0.545697,0.286729,-361.812151,0.268078,0.281882,-0.345983,0.531382,-0.326645,1.046715,0.11645,0.806659,0.853136,0.160602,-0.165388,0.097125,0.79783,0.433333,-0.11645,0.442758,0.000931,0.622667,0.572614,3.454477,0.147272,0.053927,-0.095721,-0.005877,78.045828,1.245227,0.498057,0.507805,3.266048,0.295465,0.23297,0.071219,0.0287,0.237289,0.120217,0.551826,3.191781,0.928738,0.014069,0.062356,-0.119554,-0.037526,-0.075249,-0.004189,0.012003,0.068913,0.012436,0.067313,0.000318,0.622113,0.631099,1.29483,0.294833,0.724577,3.70353,-0.034144,5.74433,-0.773233,0.665528,0.226767,0.226767,1.58967
15,0.031512,0.040915,0.029386,0.063473,0.159887,0.183851,0.193712,0.203218,0.201589,0.099225,0.047199,0.236066,-0.0455,0.052997,0.095793,1.132969,1.054442,0.375169,0.2912,0.345191,0.534915,3.044269,4.103113,0.312078,0.000774,0.149808,0.156488,-0.07136,1.503099,2.139015,0.294563,0.37231,0.429059,0.152482,1.247781,4.314059,0.123096,0.449305,0.242117,0.623586,0.638022,0.60799,0.32172,0.249409,0.071023,0.030954,0.468228,0.092474,0.11619,0.025098,0.049045,-0.091777,0.071941,0.55838,0.313561,-391.318128,0.312078,0.307165,-0.366138,0.511894,-0.345191,1.059991,0.13304,0.856346,0.908205,0.175489,-0.23703,0.107821,0.811793,0.452499,-0.13304,0.432346,0.000852,0.659027,0.549683,3.302666,0.141175,0.05304,-0.090425,0.016702,70.311575,1.254072,0.516776,0.546026,3.463478,0.322604,0.254257,0.074535,0.032619,0.259232,0.130957,0.603546,3.431211,0.954773,0.015113,0.067629,-0.1251,-0.034121,-0.081309,-0.001985,0.013174,0.075649,0.013546,0.073949,0.000403,0.617942,0.634212,1.29004,0.290036,0.728274,3.71505,-0.037135,5.74134,-0.775779,0.6608,0.224221,0.224221,1.58007
16,0.032678,0.046059,0.032197,0.071534,0.178878,0.203223,0.216207,0.228121,0.226128,0.112201,0.054974,0.241923,-0.053249,0.045207,0.106456,1.376815,1.046257,0.34997,0.274027,0.306544,0.510395,2.927652,3.651568,0.282361,0.000755,0.133964,0.141104,-0.068593,1.331799,1.966932,0.279549,0.345718,0.399573,0.14479,1.18415,3.798455,0.115526,0.416009,0.220334,0.582818,0.598531,0.569651,0.304121,0.233639,0.064789,0.027577,0.435778,0.082112,0.10606,0.019716,0.043853,-0.067491,0.068751,0.539793,0.227868,-313.483535,0.282361,0.290186,-0.32826,0.552249,-0.306544,1.040568,0.103219,0.770081,0.820719,0.170706,-0.204803,0.102382,0.791409,0.439819,-0.103219,0.432968,0.001062,0.63408,0.605598,3.122534,0.098225,0.05718,-0.063181,-0.017859,65.258726,1.272343,0.495668,0.531696,3.239253,0.305721,0.238613,0.06799,0.029049,0.243705,0.129809,0.578711,3.420466,0.956579,0.01364,0.067678,-0.110589,-0.020678,-0.065625,0.011431,0.011737,0.075075,0.012222,0.07305,0.000363,0.573979,0.664701,1.25317,0.253174,0.75946,4.00729,-0.038211,5.74027,-0.798345,0.611497,0.201655,0.201655,1.50635
17,0.032891,0.047045,0.039109,0.071817,0.12325,0.137312,0.141122,0.15581,0.171909,0.110549,0.063036,0.206114,-0.049053,0.027372,0.080283,0.60249,1.027803,0.282608,0.221351,0.258369,0.457727,2.117399,3.268868,0.187915,0.000688,0.078329,0.083796,-0.052367,1.039016,1.568696,0.235423,0.281861,0.340854,0.11261,1.274579,3.444523,0.084871,0.361227,0.230601,0.545405,0.563203,0.529335,0.260078,0.188074,0.062138,0.027304,0.382927,0.089096,0.113492,0.023883,0.048447,-0.092038,0.066647,0.52171,0.270742,-267.985381,0.187915,0.238903,-0.281519,0.618377,-0.258369,1.022189,0.118326,0.643159,0.690845,0.135847,-0.048194,0.079627,0.772703,0.398283,-0.118326,0.415638,0.001021,0.549073,0.679169,3.122188,0.117211,0.052227,-0.075045,-0.090964,89.310322,1.261345,0.43913,0.47829,2.83067,0.252569,0.186923,0.0638,0.028225,0.184413,0.095822,0.452323,2.975333,0.857661,0.026337,0.070051,-0.062898,0.008062,-0.02521,0.03494,0.028284,0.080194,0.028069,0.07753,0.000797,0.857976,0.453755,1.60367,0.60367,0.508882,3.22193,-0.03091,5.74757,-0.624052,0.931233,0.375948,0.375948,2.20734
18,0.02978,0.038647,0.029127,0.065165,0.129969,0.146447,0.152372,0.169329,0.181938,0.102055,0.050051,0.222844,-0.045325,0.047519,0.080415,0.362884,1.048726,0.354824,0.274397,0.32165,0.525947,2.573092,4.036968,0.271894,0.000811,0.121802,0.128435,-0.065839,1.379668,2.05304,0.281389,0.345015,0.407383,0.141733,1.311328,4.265954,0.111613,0.429491,0.258275,0.618946,0.623036,0.602193,0.298889,0.22197,0.061401,0.019852,0.434792,0.099539,0.105673,0.027053,0.033227,-0.109492,0.07306,0.556206,0.341355,-406.141093,0.271894,0.291119,-0.3274,0.542132,-0.32165,1.057747,0.138333,0.806357,0.818729,0.163371,-0.183948,0.100221,0.809473,0.44001,-0.138333,0.424379,0.000802,0.621627,0.577695,3.312069,0.159901,0.050833,-0.102892,0.004867,78.826645,1.284538,0.506223,0.514333,3.262075,0.29451,0.223417,0.063856,0.020747,0.233778,0.116903,0.546021,3.011671,0.923261,0.028291,0.080381,-0.090067,0.003351,-0.050193,0.030988,0.03041,0.095238,0.030199,0.092733,0.00114,0.829813,0.476282,1.55214,0.55214,0.53947,3.11958,-0.036833,5.74164,-0.644924,0.899577,0.355076,0.355076,2.10428
19,0.032418,0.039339,0.028626,0.061381,0.149561,0.17321,0.188256,0.186798,0.198514,0.101904,0.048234,0.235696,-0.042269,0.057249,0.094307,0.293364,1.058957,0.37675,0.296212,0.363744,0.551984,3.432442,4.168672,0.330994,0.000641,0.159782,0.166424,-0.073082,1.636819,2.301575,0.299022,0.386235,0.449784,0.155586,1.21556,4.376252,0.12883,0.469228,0.224887,0.627839,0.62246,0.612607,0.307581,0.24065,0.055704,0.009721,0.462351,0.10134,0.092644,0.024576,0.015799,-0.083237,0.064479,0.560275,0.272164,-428.490392,0.330994,0.311821,-0.356081,0.490516,-0.363744,1.061992,0.116089,0.911019,0.891913,0.178597,-0.251954,0.110016,0.81392,0.455775,-0.116089,0.436536,0.00079,0.675432,0.522852,3.451518,0.128322,0.052332,-0.082847,0.025274,72.579081,1.251725,0.534549,0.536707,3.406076,0.306286,0.243646,0.058283,0.010205,0.267525,0.130831,0.619887,2.928458,0.951151,0.029804,0.077453,-0.095567,-0.014169,-0.055285,0.015618,0.032097,0.088112,0.031842,0.085973,0.001072,0.869299,0.444206,1.63241,0.63241,0.494909,3.42083,-0.033693,5.74478,-0.614377,0.943837,0.385623,0.385623,2.26482
