FID,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,brightness,wetness,greenness,fanzhaolv,VIGS,BCI,EVI1,EVI2,LSWI,GNDVI,MTCI,PSSRA,IRECI,MCARI1,MCARI2,MCARI3,Rededge,CIrededge,CIg,RDVI,NDRE1,NDRE2,DVI,mNDVI,SR,DVIre,NDVIre,NDI45,NDVI1,NDVI2,NDVI3,RDVI0,RDVI1,RDVI2,RDVI3,NDVIre1n,NDVIre2,NDVIre2n,NDVIre3,NDVIre3n,PSRI,MTVI,TVI,VARI,DF,IREC,SAVI,NDWI,MSI,NDII,TNDVI,NRI,MSRre,MSRren,WDVI,MSAV2,PV,IPV,TNDV,C,SMI,MI,IRIswir1,IRInir,HSI,S2,SI,GSI,GARI,CRE,ARI,GNDVI1,SIPI,CRI,SAVI0,SAVI1,SAVI2,SAVI3,OSAVI,TCARI,MCARI_OSAVI,MRAI2,GDVI,VH,VV,VH_LAI_soil,VV_LAI_soil,VH_LAI_fvc_soil,VV_LAI_fvc_soil,VH_VWC_soil,VV_VWC_soil,VH_VWC_fvc_soil,VV_VWC_fvc_soil,DPSVI,RVI,Mc,TAN1,TAN2,TANc,Hc,DPDD,IDPDD,VDDPI,RVI4SI,R1,R2,R3
451,0.041106,0.072448,0.101448,0.149927,0.191178,0.20059,0.215112,0.22008,0.219029,0.281099,0.175007,0.343886,-0.207549,-0.02956,0.140505,1.820452,0.970877,0.172491,0.150888,-0.09871,0.360127,1.148168,1.676633,0.094965,0.000544,0.02061,0.03218,-0.038623,0.341539,1.001043,0.139701,0.102833,0.14584,0.089183,0.562083,1.781483,0.060685,0.175317,0.110956,0.280783,0.287048,0.252691,0.162481,0.107458,0.049791,0.023367,0.181907,0.073821,0.080584,0.030257,0.037052,0.198016,0.026229,0.374612,-0.142033,-73.946347,0.094965,0.163597,0.091971,1.29516,0.09871,0.883596,-0.088257,0.273073,0.284451,0.146362,0.012261,0.063062,0.640392,0.330218,0.088257,0.40355,0.004289,0.539449,1.493056,1.651108,-0.179249,0.095382,0.119982,-0.307221,36.590796,1.491559,0.33352,0.443504,2.155094,0.168148,0.112154,0.052333,0.024622,0.079363,0.039308,0.405555,1.559487,0.636633,0.014117,0.089887,0.001082,0.082286,0.010546,0.081638,0.013104,0.089437,0.013672,0.083608,0.000681,0.486294,0.721123,1.20032,0.200322,0.808187,5.06077,-0.053577,5.7249,-0.836018,0.51468,0.163982,0.163982,1.40064
452,0.039334,0.067395,0.088897,0.136427,0.176948,0.188623,0.205731,0.210657,0.212023,0.256939,0.158464,0.332551,-0.195773,-0.023427,0.13164,1.838989,0.976847,0.180867,0.157392,-0.082962,0.375072,1.136665,1.718655,0.0968,0.000577,0.021296,0.032847,-0.039021,0.355161,1.047496,0.143622,0.107275,0.150797,0.091996,0.595912,1.847296,0.062872,0.18583,0.118239,0.297523,0.299438,0.26432,0.166734,0.109406,0.050178,0.023759,0.187853,0.080155,0.082236,0.036046,0.038137,0.182623,0.02888,0.385675,-0.142562,-81.055316,0.0968,0.170528,0.080886,1.26938,0.082962,0.893035,-0.087301,0.291275,0.294797,0.146313,0.003275,0.065051,0.648762,0.337162,0.087301,0.398127,0.003824,0.533357,1.438577,1.683341,-0.167703,0.091705,0.112536,-0.287029,38.899575,1.51085,0.343686,0.444811,2.209866,0.171915,0.113892,0.052648,0.025,0.081946,0.040019,0.400849,1.736176,0.685641,0.016973,0.081678,0.001865,0.067889,0.012735,0.070022,0.016568,0.077516,0.016857,0.072835,0.000703,0.605048,0.641897,1.28517,0.285168,0.733552,3.93411,-0.045753,5.73272,-0.780291,0.646773,0.219709,0.219709,1.57034
453,0.038612,0.064306,0.084515,0.129193,0.170838,0.184332,0.202913,0.208589,0.211442,0.240776,0.148048,0.327859,-0.184814,-0.018903,0.127702,1.884398,0.981276,0.188039,0.162828,-0.062381,0.382607,1.101152,1.746926,0.098744,0.000622,0.021259,0.032825,-0.03975,0.36264,1.06837,0.147021,0.107972,0.153487,0.094883,0.618056,1.891471,0.064869,0.192033,0.123566,0.308278,0.305763,0.271893,0.16932,0.109869,0.050516,0.022955,0.189353,0.085842,0.08308,0.039718,0.03694,0.172958,0.031689,0.392594,-0.138766,-87.812267,0.098744,0.176191,0.065154,1.227056,0.062381,0.899039,-0.084262,0.302137,0.297424,0.148106,-0.008814,0.067092,0.654139,0.342714,0.084262,0.403478,0.003666,0.533146,1.37264,1.755694,-0.159687,0.09061,0.107196,-0.271629,39.410861,1.517911,0.348181,0.443783,2.22706,0.174356,0.114292,0.052975,0.024145,0.082239,0.039785,0.39914,1.850692,0.704342,0.015395,0.07886,-0.002012,0.062857,0.010271,0.066315,0.014751,0.07405,0.01519,0.069725,0.000603,0.579669,0.658982,1.26641,0.266413,0.74996,4.15997,-0.044877,5.7336,-0.792446,0.618482,0.207554,0.207554,1.53283
454,0.038568,0.062562,0.08201,0.128028,0.171416,0.189479,0.203954,0.213451,0.213572,0.229499,0.136189,0.322917,-0.172657,-0.013493,0.125964,1.96869,0.986602,0.199114,0.171305,-0.038164,0.386234,1.150079,1.823713,0.107463,0.000688,0.024979,0.036248,-0.042386,0.401042,1.096236,0.157176,0.117581,0.166888,0.099333,0.651087,1.964781,0.06829,0.202953,0.130949,0.325226,0.325056,0.291424,0.179643,0.117635,0.053276,0.023223,0.202792,0.087463,0.087313,0.037321,0.037171,0.156822,0.037702,0.403192,-0.115504,-98.04441,0.107463,0.184992,0.038309,1.163657,0.038164,0.908398,-0.069719,0.321561,0.321366,0.150879,-0.027467,0.070239,0.662613,0.351142,0.069719,0.409924,0.003491,0.53391,1.298323,1.846322,-0.148209,0.088777,0.098877,-0.255665,39.691959,1.496543,0.354008,0.451564,2.258165,0.184896,0.122363,0.055899,0.024444,0.089347,0.046195,0.405317,1.942226,0.721548,0.0135,0.079221,-0.010048,0.065434,0.005675,0.070249,0.012218,0.079551,0.012866,0.074993,0.000517,0.516302,0.70308,1.21271,0.212708,0.795333,4.55431,-0.046471,5.73201,-0.825205,0.547346,0.174795,0.174795,1.42542
455,0.038277,0.062506,0.076941,0.125962,0.172446,0.19597,0.205027,0.21968,0.215372,0.217805,0.124689,0.308499,-0.154898,-0.006092,0.123814,2.046546,0.993935,0.21349,0.181637,-0.008472,0.393498,1.339707,1.977732,0.123209,0.000721,0.033932,0.044465,-0.046195,0.488379,1.168605,0.173985,0.142073,0.195896,0.103615,0.712237,2.095064,0.072516,0.223669,0.140942,0.353397,0.364815,0.327685,0.199332,0.135562,0.059379,0.026431,0.236156,0.084278,0.097422,0.029019,0.042259,0.125342,0.044465,0.420241,-0.07819,-114.017607,0.123209,0.195906,-0.004781,1.078904,0.008472,0.923752,-0.046462,0.359191,0.382672,0.151109,-0.041637,0.073267,0.676699,0.361355,0.046462,0.409386,0.003063,0.529497,1.212949,1.950636,-0.124071,0.083789,0.082094,-0.234918,42.417811,1.457755,0.368662,0.467897,2.360421,0.20458,0.140713,0.062292,0.027824,0.106583,0.059947,0.416636,2.031084,0.752909,0.015123,0.08307,-0.025249,0.066552,-0.0016,0.075784,0.01385,0.091093,0.014385,0.086239,0.000613,0.53246,0.692494,1.22354,0.223541,0.785715,4.36935,-0.048046,5.73043,-0.817917,0.565227,0.182083,0.182083,1.44708
456,0.036119,0.060337,0.067765,0.116129,0.178668,0.208304,0.219584,0.23535,0.225953,0.20363,0.113334,0.287172,-0.130345,0.0068,0.125238,2.072016,1.006857,0.241418,0.202291,0.045382,0.41894,1.675062,2.269198,0.150019,0.000721,0.049976,0.059415,-0.05132,0.651341,1.321836,0.199073,0.18515,0.244524,0.11246,0.817487,2.390243,0.082142,0.268695,0.15686,0.407979,0.424834,0.386209,0.226293,0.161068,0.065448,0.028809,0.28752,0.088058,0.108282,0.025909,0.046304,0.077334,0.051489,0.451218,-0.021461,-144.446071,0.150019,0.217433,-0.065717,0.963897,-0.045382,0.952696,-0.012698,0.445633,0.483052,0.153447,-0.073799,0.079521,0.70399,0.380511,0.012698,0.400831,0.00235,0.532047,1.07972,2.080317,-0.082084,0.075345,0.053836,-0.188002,48.506116,1.407705,0.397365,0.490349,2.547489,0.230685,0.166296,0.068571,0.030308,0.135508,0.079188,0.43679,2.162529,0.821434,0.018528,0.084498,-0.058512,0.043682,-0.021939,0.063641,0.017513,0.09583,0.017805,0.091746,0.000767,0.609997,0.639573,1.28437,0.284372,0.733393,3.77792,-0.046648,5.73183,-0.779569,0.651914,0.220431,0.220431,1.56875
457,0.03514,0.053867,0.050806,0.101696,0.193038,0.218788,0.242585,0.233743,0.237499,0.181281,0.09565,0.272356,-0.111418,0.021524,0.128046,1.892036,1.021762,0.273803,0.228042,0.101,0.458327,2.017964,2.687793,0.195639,0.00086,0.075889,0.086005,-0.059811,0.841291,1.624355,0.233873,0.240942,0.295909,0.124601,0.905671,2.758549,0.092015,0.307608,0.186722,0.467379,0.470158,0.457282,0.24338,0.170388,0.04573,0.010238,0.310825,0.072053,0.075592,0.012893,0.016451,0.038414,0.060853,0.48334,0.021646,-188.682058,0.195639,0.243795,-0.10452,0.837985,-0.101,0.983519,0.01167,0.523102,0.529807,0.160126,-0.1233,0.088106,0.73369,0.40311,-0.01167,0.390703,0.001704,0.544141,0.950049,2.19371,-0.047893,0.06768,0.031185,-0.130058,50.680252,1.425632,0.448101,0.506797,2.712358,0.246076,0.175018,0.047919,0.01077,0.176155,0.102372,0.48819,2.345551,0.911523,0.025824,0.06931,-0.028451,0.028318,0.000583,0.048058,0.026535,0.07195,0.02622,0.068786,0.000753,0.853214,0.456486,1.61058,0.610583,0.510303,3.47741,-0.030749,5.74773,-0.624888,0.925677,0.375112,0.375112,2.22117
458,0.037037,0.060502,0.068536,0.118974,0.20541,0.223155,0.23163,0.225285,0.240752,0.19631,0.11238,0.283443,-0.116173,0.020842,0.1294,1.884288,1.021062,0.266965,0.225728,0.098761,0.458535,2.014138,2.515684,0.186585,0.000822,0.071987,0.082966,-0.058537,0.773038,1.584201,0.224569,0.228796,0.278704,0.125392,0.844281,2.621378,0.093075,0.297768,0.172941,0.447642,0.449925,0.430806,0.238586,0.168225,0.047333,0.014962,0.300371,0.074002,0.076845,0.020773,0.02363,0.066569,0.05526,0.473084,-0.023782,-178.995676,0.186585,0.241045,-0.101591,0.855037,-0.098761,0.973463,-0.013694,0.502521,0.507857,0.164103,-0.132024,0.088665,0.723821,0.400865,0.013694,0.402177,0.00189,0.553171,0.9542,2.210274,-0.081056,0.071344,0.053171,-0.138754,46.906538,1.45774,0.441986,0.512318,2.709471,0.242913,0.173677,0.049728,0.015773,0.169839,0.100061,0.488479,2.144342,0.836517,0.03389,0.079398,0.006505,0.063764,0.023813,0.072175,0.035994,0.085076,0.034914,0.080449,0.001293,0.920385,0.401749,1.7534,0.753402,0.434103,4.35718,-0.032179,5.7463,-0.572291,1.00083,0.427709,0.427709,2.5068
459,0.038777,0.064271,0.080631,0.126089,0.202695,0.219711,0.233448,0.232403,0.246028,0.199535,0.116526,0.284124,-0.108351,0.026525,0.132789,1.912429,1.02689,0.279243,0.235535,0.129928,0.475168,2.161703,2.545575,0.191702,0.000733,0.074603,0.085404,-0.059304,0.820681,1.641936,0.227291,0.235228,0.290622,0.131191,0.857061,2.709949,0.100579,0.318865,0.166012,0.460453,0.461298,0.435581,0.246403,0.179731,0.056571,0.020474,0.319821,0.090508,0.091548,0.031169,0.032214,0.062964,0.051241,0.479749,-0.033116,-196.323349,0.191702,0.250702,-0.130964,0.820105,-0.129928,0.979994,-0.018744,0.546922,0.548866,0.169641,-0.159329,0.092766,0.730227,0.408775,0.018744,0.411382,0.001807,0.56978,0.89136,2.333262,-0.076401,0.0712,0.050316,-0.115463,47.650893,1.451639,0.450704,0.519513,2.817991,0.251392,0.185709,0.059461,0.021593,0.173797,0.101698,0.491294,1.949553,0.786864,0.037652,0.087334,-0.00596,0.062382,0.016732,0.074357,0.040129,0.095772,0.038894,0.090927,0.001694,0.925812,0.397473,1.76236,0.762356,0.428442,4.42134,-0.035131,5.74335,-0.568439,1.00694,0.431561,0.431561,2.52471
460,0.036457,0.058236,0.066107,0.109881,0.19209,0.216591,0.237863,0.23668,0.243168,0.180599,0.098901,0.264189,-0.086096,0.037536,0.128905,1.944224,1.038276,0.31345,0.256926,0.193323,0.501895,2.468618,3.026342,0.225284,0.000677,0.091601,0.10041,-0.063364,1.075824,1.832287,0.251497,0.27757,0.347603,0.139346,0.992916,3.225273,0.110679,0.375392,0.184693,0.523013,0.521734,0.499395,0.268824,0.202667,0.065089,0.018911,0.373842,0.109558,0.10773,0.031971,0.03012,0.00403,0.056295,0.510953,0.062833,-269.909239,0.225284,0.272568,-0.191562,0.722641,-0.193323,1.011224,0.030124,0.67439,0.670585,0.171381,-0.188305,0.098533,0.761506,0.426138,-0.030124,0.409456,0.001357,0.58586,0.773307,2.587889,-0.002888,0.063509,0.002155,-0.06379,57.261985,1.369342,0.477577,0.525035,3.007511,0.271375,0.207552,0.068184,0.019916,0.197464,0.110065,0.507484,2.052959,0.851064,0.032346,0.082017,-0.068375,0.013035,-0.030394,0.039035,0.033766,0.092359,0.033264,0.089293,0.001319,0.879799,0.435678,1.65343,0.653432,0.483043,3.47391,-0.035123,5.74335,-0.606272,0.955614,0.393728,0.393728,2.30686
461,0.031275,0.059464,0.058398,0.114948,0.212021,0.241672,0.260647,0.260223,0.265587,0.212755,0.118597,0.321357,-0.156292,0.017379,0.138554,2.251149,1.017608,0.277729,0.239202,0.047608,0.454178,2.121755,2.534298,0.205649,0.000811,0.07402,0.084936,-0.065161,0.833694,1.593509,0.236508,0.220951,0.293084,0.136885,0.781563,2.613221,0.105036,0.306456,0.157089,0.441034,0.458337,0.429281,0.259301,0.19348,0.07341,0.024405,0.325907,0.091928,0.113268,0.014786,0.036336,0.102979,0.053252,0.468712,-0.022955,-145.075366,0.205649,0.253349,-0.069096,0.937187,-0.047608,0.969668,-0.014851,0.522037,0.562757,0.180405,-0.19471,0.096792,0.720517,0.410316,0.014851,0.382306,0.002251,0.576214,1.084242,1.814138,-0.120491,0.076814,0.078377,-0.134916,38.784866,1.414707,0.442465,0.549761,2.789316,0.268317,0.202115,0.077566,0.02585,0.168007,0.105411,0.50324,3.096064,0.895284,0.01037,0.062836,-0.02943,0.040487,-0.006216,0.05312,0.008634,0.068366,0.009517,0.064958,0.000238,0.496268,0.71668,1.19779,0.197793,0.808499,4.69264,-0.037099,5.74138,-0.834923,0.52492,0.165077,0.165077,1.39559
462,0.03852,0.072714,0.094574,0.138428,0.2176,0.241701,0.254131,0.25887,0.269211,0.237042,0.138492,0.323166,-0.158226,0.003759,0.14677,2.279784,1.00377,0.232541,0.204076,0.027035,0.425008,2.114914,2.144443,0.163582,0.000537,0.056472,0.067532,-0.055897,0.676115,1.40226,0.201532,0.187279,0.252343,0.118468,0.684823,2.212333,0.091214,0.267033,0.122307,0.376943,0.394535,0.363329,0.224408,0.169488,0.066805,0.024036,0.286147,0.083969,0.104512,0.015727,0.036442,0.149188,0.034711,0.434029,-0.092183,-111.571339,0.163582,0.21822,-0.047734,0.977653,-0.027035,0.936411,-0.057103,0.441296,0.479286,0.167436,-0.11501,0.083769,0.688472,0.381335,0.057103,0.403711,0.002795,0.564816,1.137619,1.87795,-0.161536,0.08318,0.10645,-0.198634,38.121041,1.433725,0.412012,0.52285,2.583914,0.232488,0.176982,0.070495,0.025431,0.142971,0.089234,0.471716,2.534274,0.751642,0.011548,0.067252,-0.005612,0.062321,0.006494,0.065397,0.010296,0.072833,0.011098,0.068555,0.000306,0.509882,0.707692,1.20692,0.206923,0.800277,4.56134,-0.039389,5.73909,-0.828715,0.540049,0.171285,0.171285,1.41385
463,0.040238,0.072025,0.101615,0.144183,0.218428,0.241795,0.249744,0.259022,0.266695,0.230313,0.137643,0.30744,-0.140235,0.011103,0.14604,2.317709,1.011201,0.245417,0.213644,0.06231,0.43826,2.059247,2.256796,0.168191,0.00063,0.060868,0.071676,-0.055847,0.700028,1.438651,0.207128,0.200599,0.258907,0.121892,0.733936,2.37309,0.093022,0.281776,0.139614,0.405005,0.415112,0.38428,0.229621,0.169556,0.061632,0.023762,0.292837,0.086101,0.098003,0.024731,0.036724,0.124573,0.042276,0.449565,-0.064941,-128.731965,0.168191,0.228206,-0.074267,0.928505,-0.06231,0.951134,-0.039862,0.47085,0.49287,0.166891,-0.125125,0.086191,0.702502,0.389828,0.039862,0.400398,0.002404,0.565507,1.054932,1.97648,-0.139544,0.078034,0.091582,-0.17868,41.903051,1.434801,0.418123,0.524703,2.624552,0.236354,0.176291,0.064922,0.025103,0.151068,0.092131,0.473611,2.415433,0.715828,0.013581,0.069418,-0.03716,0.038983,-0.011319,0.053372,0.012367,0.075586,0.01297,0.071926,0.00038,0.562605,0.672477,1.24422,0.244216,0.76717,4.09242,-0.039483,5.73899,-0.803989,0.598774,0.196011,0.196011,1.48843
464,0.03405,0.059064,0.069102,0.119215,0.202898,0.227148,0.239479,0.24554,0.245671,0.19561,0.111031,0.279578,-0.111689,0.028583,0.131153,2.31117,1.02904,0.290007,0.246775,0.133089,0.472821,2.185298,2.821115,0.213347,0.000862,0.087195,0.096984,-0.062521,0.910924,1.655514,0.24279,0.257194,0.311365,0.135637,0.879232,2.971957,0.103278,0.334941,0.189326,0.491908,0.498089,0.471673,0.263104,0.191053,0.057803,0.022,0.34222,0.085127,0.0933,0.026305,0.034535,0.054901,0.062617,0.495316,0.048524,-185.000477,0.213347,0.262131,-0.141156,0.808962,-0.133089,0.995642,0.026571,0.582514,0.598472,0.170995,-0.175758,0.09591,0.745954,0.417778,-0.026571,0.380395,0.001575,0.575607,0.902804,2.10105,-0.068519,0.065663,0.044239,-0.114349,49.976829,1.391836,0.452115,0.549266,2.845019,0.26756,0.197088,0.060776,0.023207,0.188699,0.11055,0.51094,3.013947,0.840332,0.013456,0.06022,-0.100281,-0.025724,-0.056642,0.006653,0.011539,0.065331,0.012047,0.063435,0.000298,0.62127,0.632072,1.29188,0.291885,0.726466,3.68029,-0.033067,5.74541,-0.774372,0.664491,0.225628,0.225628,1.58377
465,0.031493,0.052609,0.054864,0.100962,0.191904,0.200747,0.219381,0.213682,0.214474,0.183344,0.113901,0.283973,-0.141122,-0.010155,0.120234,2.185574,0.989943,0.197872,0.168612,0.004344,0.377307,1.633973,2.057052,0.130295,0.000656,0.044918,0.05472,-0.045759,0.537932,1.189647,0.17738,0.169956,0.210488,0.093755,0.719113,2.083717,0.064416,0.216256,0.144005,0.34907,0.365041,0.343801,0.191556,0.128959,0.039479,0.014832,0.233634,0.048188,0.06646,0.006112,0.024439,0.111009,0.045318,0.417137,-0.054091,-83.903541,0.130295,0.182975,-0.022643,1.006271,-0.004344,0.921211,-0.032169,0.34719,0.379226,0.137448,0.011097,0.066295,0.674535,0.348716,0.032169,0.386102,0.002754,0.524802,1.222639,1.860287,-0.115218,0.077762,0.07571,-0.272463,47.96932,1.425574,0.372128,0.461239,2.300346,0.194462,0.132691,0.041244,0.015548,0.125589,0.072731,0.429989,3.23869,0.872824,0.008483,0.056311,-0.024572,0.038058,-0.003847,0.04937,0.006852,0.06123,0.007885,0.058242,0.000156,0.462639,0.738339,1.17745,0.177446,0.827238,5.08807,-0.03382,5.74466,-0.849401,0.487778,0.150599,0.150599,1.35489
466,0.037652,0.063843,0.077474,0.126818,0.185505,0.198033,0.206613,0.206236,0.220182,0.219605,0.142216,0.283394,-0.154898,-0.017413,0.125638,2.180093,0.982738,0.176645,0.152052,-0.048616,0.363861,1.202279,1.916254,0.107272,0.000717,0.02856,0.038838,-0.041005,0.42337,1.113659,0.160511,0.133271,0.174646,0.084468,0.670434,1.94401,0.053482,0.181594,0.147626,0.320629,0.333557,0.314187,0.172866,0.107054,0.037098,0.012813,0.195543,0.049517,0.063942,0.007171,0.021639,0.131765,0.044515,0.400385,-0.082004,-80.891629,0.107272,0.165952,0.034169,1.11898,0.048616,0.905883,-0.048961,0.283898,0.308385,0.129223,0.053606,0.059728,0.660315,0.332617,0.048961,0.377738,0.002874,0.503604,1.35005,1.767592,-0.131202,0.078446,0.086728,-0.309889,48.411446,1.485437,0.357639,0.445272,2.207186,0.174839,0.109928,0.038589,0.013378,0.098152,0.051295,0.395134,2.637219,0.748935,0.01015,0.057992,-0.007675,0.050482,0.004979,0.055323,0.008792,0.062192,0.009715,0.058795,0.0002,0.516878,0.702932,1.21224,0.212236,0.795627,4.50981,-0.033829,5.74465,-0.825295,0.547876,0.174705,0.174705,1.42447
467,0.037441,0.062293,0.080169,0.130177,0.174013,0.189383,0.197184,0.196843,0.215495,0.233213,0.146464,0.281065,-0.160399,-0.014214,0.123887,2.202166,0.985889,0.18221,0.157107,-0.064061,0.383364,1.168012,1.938415,0.106331,0.000718,0.027446,0.038027,-0.040623,0.425949,1.172151,0.161068,0.133634,0.175541,0.086799,0.688072,2.002794,0.055673,0.191248,0.152317,0.333831,0.342781,0.319317,0.175973,0.109086,0.039813,0.015483,0.200966,0.05914,0.069203,0.016268,0.026367,0.127662,0.043463,0.408516,-0.096119,-92.363259,0.106331,0.171312,0.053992,1.174634,0.064061,0.91313,-0.056833,0.30087,0.31805,0.130103,0.044704,0.061376,0.666915,0.337917,0.056833,0.36476,0.002587,0.494917,1.37788,1.710368,-0.128042,0.076142,0.085165,-0.288912,50.617679,1.523241,0.369435,0.451038,2.29016,0.177472,0.111772,0.041346,0.016143,0.09756,0.048659,0.389651,2.449047,0.716334,0.011766,0.062493,-0.006753,0.05536,0.006059,0.059792,0.010209,0.067143,0.011016,0.063356,0.000269,0.547525,0.682641,1.2331,0.233103,0.776926,4.21793,-0.035869,5.74261,-0.811217,0.581947,0.188783,0.188783,1.46621
468,0.037209,0.061379,0.081403,0.125275,0.168937,0.183818,0.196639,0.195684,0.210712,0.236733,0.148316,0.286011,-0.164431,-0.014053,0.124189,2.180247,0.986047,0.184188,0.158641,-0.066321,0.391858,1.27136,1.912546,0.106245,0.00063,0.028699,0.039448,-0.040323,0.433741,1.191743,0.158914,0.136918,0.178214,0.088135,0.684463,1.997105,0.058654,0.199097,0.142953,0.332564,0.34181,0.313164,0.177194,0.114208,0.04306,0.018969,0.209093,0.063921,0.074303,0.02165,0.032074,0.130767,0.037785,0.40774,-0.115775,-93.362558,0.106245,0.172798,0.055928,1.192631,0.066321,0.912436,-0.06814,0.314624,0.332507,0.132383,0.036964,0.062321,0.666282,0.339397,0.06814,0.366129,0.002638,0.498383,1.382158,1.700492,-0.129657,0.07767,0.086868,-0.277835,50.131474,1.52868,0.373374,0.451475,2.336994,0.179233,0.117206,0.044781,0.019803,0.100183,0.050455,0.393719,2.398502,0.707375,0.011253,0.070821,-0.002657,0.06974,0.007391,0.070713,0.009794,0.07773,0.010635,0.072892,0.000326,0.48339,0.724452,1.19215,0.192152,0.814156,4.91432,-0.042121,5.73636,-0.839639,0.510914,0.160361,0.160361,1.3843
469,0.039647,0.064991,0.088154,0.126853,0.170133,0.185686,0.199884,0.199131,0.212259,0.242397,0.155091,0.294592,-0.168851,-0.014644,0.128053,2.097325,0.985463,0.186316,0.160519,-0.063595,0.394779,1.299601,1.88472,0.107301,0.000637,0.029627,0.040933,-0.040691,0.422762,1.19464,0.157971,0.137315,0.174486,0.090083,0.672446,1.979171,0.060212,0.19809,0.139641,0.328635,0.342116,0.306651,0.180961,0.118333,0.045814,0.023844,0.212647,0.062474,0.077599,0.024448,0.039631,0.136558,0.036212,0.40535,-0.128738,-90.483009,0.107301,0.174543,0.048442,1.192781,0.063595,0.91029,-0.075999,0.312836,0.338925,0.136088,0.02508,0.063699,0.664317,0.341103,0.075999,0.371754,0.002797,0.507678,1.377647,1.698539,-0.135361,0.08029,0.091005,-0.271379,47.357066,1.542594,0.373944,0.456336,2.375997,0.18412,0.121989,0.04781,0.024963,0.101695,0.0518,0.4024,2.303228,0.674476,0.010027,0.068794,-0.003993,0.066771,0.006495,0.068396,0.009102,0.075492,0.01,0.070841,0.000282,0.45669,0.741606,1.17601,0.176014,0.828961,5.24543,-0.041555,5.73692,-0.851091,0.481462,0.148909,0.148909,1.35203
470,0.040245,0.065764,0.088331,0.134009,0.181224,0.191889,0.208062,0.214803,0.218053,0.249428,0.159826,0.303844,-0.174439,-0.009586,0.132211,2.041328,0.990467,0.202619,0.175722,-0.053167,0.410103,1.38225,1.948581,0.11848,0.000724,0.035638,0.047486,-0.043723,0.450615,1.243316,0.167663,0.150065,0.183764,0.09933,0.683838,2.077583,0.067697,0.21436,0.146396,0.349713,0.36248,0.321471,0.19506,0.129378,0.048919,0.028529,0.228249,0.066461,0.080972,0.031879,0.046447,0.136671,0.040546,0.418038,-0.117935,-96.15598,0.11848,0.190022,0.03861,1.185604,0.053167,0.921754,-0.070443,0.342264,0.367604,0.145447,-0.019102,0.070237,0.674856,0.355768,0.070443,0.36809,0.002677,0.52137,1.347652,1.659674,-0.141847,0.07996,0.094821,-0.243499,44.950951,1.546617,0.383273,0.479588,2.462094,0.199407,0.133936,0.051248,0.029961,0.112418,0.060188,0.421523,2.350317,0.693622,0.009655,0.046133,-0.016369,0.028058,0.000986,0.03914,0.008662,0.048595,0.009577,0.046385,0.000129,0.614897,0.632746,1.31044,0.310436,0.718422,4.02514,-0.025793,5.75268,-0.770629,0.658096,0.229371,0.229371,1.62087
471,0.036968,0.063081,0.079539,0.130468,0.189673,0.198055,0.220572,0.229323,0.221978,0.251426,0.157043,0.321714,-0.1846,-0.00866,0.1345,2.045338,0.991379,0.212733,0.185586,-0.048106,0.410799,1.517146,1.955377,0.127277,0.000722,0.040554,0.05252,-0.0464,0.475033,1.231396,0.173144,0.156673,0.19192,0.106721,0.671943,2.098705,0.075141,0.225732,0.139946,0.354462,0.358396,0.323174,0.197197,0.133036,0.047047,0.025047,0.230049,0.071591,0.076128,0.035343,0.039898,0.147622,0.040583,0.42096,-0.108107,-95.337693,0.127277,0.199764,0.043549,1.181785,0.048106,0.924361,-0.065939,0.362803,0.370831,0.155376,-0.058293,0.075463,0.677231,0.364933,0.065939,0.375483,0.002901,0.539946,1.336409,1.641446,-0.154828,0.083213,0.1028,-0.230111,40.949794,1.512824,0.380994,0.486297,2.417704,0.202732,0.138292,0.049449,0.026377,0.119249,0.068311,0.440426,2.503776,0.767358,0.008387,0.030223,-0.021676,0.006098,-0.002331,0.021367,0.006883,0.031341,0.007936,0.030541,0.000045,0.709655,0.566837,1.39408,0.394075,0.650077,3.36956,-0.01544,5.76304,-0.721277,0.764153,0.278723,0.278723,1.78815
472,0.039067,0.0692,0.089229,0.13758,0.201146,0.212832,0.231995,0.23516,0.229898,0.260607,0.163967,0.345357,-0.199243,-0.020479,0.141928,2.052694,0.979764,0.194424,0.170101,-0.064528,0.3796,1.393477,1.809934,0.116948,0.000675,0.033242,0.045512,-0.044646,0.411847,1.108084,0.160145,0.13279,0.170337,0.100503,0.602555,1.912972,0.069393,0.196644,0.123172,0.312054,0.313169,0.287344,0.177839,0.117582,0.042144,0.018276,0.197813,0.065642,0.066835,0.027284,0.028481,0.178473,0.034493,0.39454,-0.122896,-80.360173,0.116948,0.183338,0.063339,1.201966,0.064528,0.900983,-0.076496,0.310977,0.312945,0.156147,-0.039491,0.071067,0.656027,0.349349,0.076496,0.402315,0.00395,0.55332,1.393151,1.67239,-0.174725,0.093201,0.116204,-0.266367,35.202571,1.493212,0.356101,0.462698,2.232526,0.184161,0.122846,0.044408,0.019293,0.103326,0.059058,0.43968,2.261515,0.741735,0.006306,0.032415,-0.006346,0.025435,0.003175,0.031198,0.004745,0.034979,0.006011,0.033664,0.000039,0.562786,0.671915,1.24647,0.246467,0.765684,4.1328,-0.018462,5.76001,-0.803158,0.599121,0.196842,0.196842,1.49293
