FID,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,brightness,wetness,greenness,fanzhaolv,VIGS,BCI,EVI1,EVI2,LSWI,GNDVI,MTCI,PSSRA,IRECI,MCARI1,MCARI2,MCARI3,Rededge,CIrededge,CIg,RDVI,NDRE1,NDRE2,DVI,mNDVI,SR,DVIre,NDVIre,NDI45,NDVI1,NDVI2,NDVI3,RDVI0,RDVI1,RDVI2,RDVI3,NDVIre1n,NDVIre2,NDVIre2n,NDVIre3,NDVIre3n,PSRI,MTVI,TVI,VARI,DF,IREC,SAVI,NDWI,MSI,NDII,TNDVI,NRI,MSRre,MSRren,WDVI,MSAV2,PV,IPV,TNDV,C,SMI,MI,IRIswir1,IRInir,HSI,S2,SI,GSI,GARI,CRE,ARI,GNDVI1,SIPI,CRI,SAVI0,SAVI1,SAVI2,SAVI3,OSAVI,TCARI,MCARI_OSAVI,MRAI2,GDVI,VH,VV,VH_LAI_soil,VV_LAI_soil,VH_LAI_fvc_soil,VV_LAI_fvc_soil,VH_VWC_soil,VV_VWC_soil,VH_VWC_fvc_soil,VV_VWC_fvc_soil,DPSVI,RVI,Mc,TAN1,TAN2,TANc,Hc,DPDD,IDPDD,VDDPI,RVI4SI,R1,R2,R3
10,0.032856,0.052602,0.046655,0.105529,0.214821,0.248229,0.264438,0.264817,0.271688,0.17992,0.082831,0.35719,-0.131573,0.035055,0.133715,1.575255,1.035773,0.337497,0.274118,0.122659,0.467996,1.817448,2.619189,0.243246,0.001455,0.083046,0.097255,-0.077661,0.807847,1.680994,0.262086,0.217186,0.285368,0.164125,0.863884,2.70207,0.121286,0.301095,0.18117,0.456653,0.462964,0.442677,0.27931,0.196997,0.068806,0.018499,0.308696,0.089933,0.098541,0.016924,0.025643,0.060306,0.073204,0.477374,-0.023618,-252.48783,0.243246,0.286094,-0.131152,0.810128,-0.122659,0.97787,-0.0137,0.510625,0.527812,0.212931,-0.335226,0.116054,0.728326,0.436183,0.0137,0.49072,0.003011,0.625115,0.882319,2.603755,-0.071171,0.090609,0.046771,-0.043264,28.518708,1.482945,0.454332,0.517743,2.822438,0.292438,0.207757,0.072933,0.019603,0.173979,0.117674,0.556611,2.146953,0.937162,0.035783,0.158218,-0.066467,0.129963,-0.027878,0.139873,0.03784,0.177699,0.037236,0.171245,0.005628,0.632595,0.623611,1.305,0.305,0.716399,3.64943,-0.086574,5.6919,-0.767442,0.677325,0.232558,0.232558,1.61
11,0.032392,0.0517,0.044226,0.10044,0.201308,0.229831,0.244454,0.242389,0.253403,0.171354,0.078779,0.320391,-0.119134,0.028578,0.124901,1.426776,1.029119,0.324826,0.257947,0.112435,0.451493,1.70293,2.814318,0.238799,0.001536,0.079014,0.091565,-0.075821,0.853158,1.702051,0.267882,0.222089,0.298588,0.148249,0.948821,2.771933,0.105202,0.290471,0.204387,0.466458,0.492416,0.473592,0.283804,0.196694,0.071445,0.017277,0.320922,0.07336,0.106533,-0.008664,0.024749,0.02029,0.081768,0.482455,0.035857,-249.907865,0.238799,0.271498,-0.145328,0.78474,-0.112435,0.982857,0.019366,0.489141,0.55143,0.190233,-0.247215,0.104828,0.733229,0.424553,-0.019366,0.464914,0.002543,0.58595,0.904606,2.579307,-0.024692,0.081873,0.016193,-0.072583,33.694447,1.45715,0.458793,0.510872,2.840326,0.294739,0.206428,0.075632,0.018312,0.172958,0.111784,0.527804,2.39908,0.933872,0.039883,0.212421,-0.066216,0.21354,-0.027433,0.21206,0.041825,0.239331,0.041106,0.230685,0.010294,0.546023,0.683797,1.23133,0.231327,0.778341,4.21602,-0.122003,5.65647,-0.812177,0.580222,0.187823,0.187823,1.46265
12,0.031506,0.049434,0.038779,0.091828,0.190474,0.212966,0.225678,0.234242,0.239669,0.157387,0.073318,0.287881,-0.104165,0.026322,0.115445,1.344543,1.026725,0.316536,0.249936,0.124082,0.437637,1.645714,3.023097,0.230786,0.001605,0.081646,0.092219,-0.071115,0.86678,1.61,0.266772,0.237331,0.302215,0.13795,1.029911,2.972731,0.094664,0.292957,0.234965,0.493055,0.527294,0.501152,0.288522,0.195843,0.068093,0.023884,0.33457,0.059874,0.105683,-0.009966,0.036133,-0.010488,0.092165,0.496006,0.138538,-258.793811,0.230786,0.265074,-0.169214,0.76407,-0.124082,0.996275,0.071858,0.493713,0.580791,0.173551,-0.187308,0.097545,0.746527,0.41999,-0.071858,0.441979,0.002067,0.561834,0.885859,2.58608,0.014968,0.072062,-0.009349,-0.093027,41.626323,1.398518,0.445848,0.516939,2.806952,0.296139,0.203996,0.071892,0.025265,0.179094,0.111649,0.51437,2.632665,0.941605,0.037574,0.191844,-0.083456,0.168991,-0.044838,0.173982,0.039401,0.214282,0.038874,0.207565,0.008293,0.572158,0.665305,1.25528,0.255282,0.758599,4.07176,-0.109085,5.66939,-0.798104,0.609626,0.201896,0.201896,1.51056
13,0.034694,0.051667,0.042609,0.093658,0.204159,0.240404,0.259047,0.273541,0.281175,0.189078,0.086462,0.3089,-0.12078,0.041989,0.132885,0.362787,1.042948,0.359163,0.285898,0.121428,0.505203,1.940802,3.021861,0.242363,0.001167,0.087155,0.098215,-0.072257,0.978755,1.835224,0.268867,0.249887,0.327131,0.160749,1.007165,3.248764,0.123101,0.358974,0.20764,0.526807,0.548279,0.500266,0.309894,0.230076,0.098167,0.045029,0.384949,0.120079,0.149651,0.036129,0.066165,-0.003485,0.073673,0.512963,0.060262,-312.300894,0.242363,0.299458,-0.150964,0.844369,-0.121428,1.013177,0.030283,0.635927,0.695854,0.196779,-0.297395,0.113667,0.763404,0.44651,-0.030283,0.418287,0.001732,0.588671,0.883217,2.373341,0.005535,0.072384,-0.003503,-0.017872,42.153801,1.434938,0.477813,0.544947,3.236374,0.320608,0.240617,0.103819,0.047719,0.187383,0.112491,0.521045,1.856605,0.946269,0.02814,0.095093,-0.078517,0.025797,-0.03686,0.051945,0.029986,0.104079,0.029717,0.100713,0.001545,0.751087,0.535514,1.45439,0.454392,0.611613,3.39744,-0.047343,5.73113,-0.694387,0.81064,0.305613,0.305613,1.90878
14,0.035086,0.051936,0.044767,0.097603,0.195568,0.228188,0.246487,0.259277,0.268302,0.200317,0.095298,0.30986,-0.133104,0.029952,0.130254,0.362389,1.030418,0.320602,0.258173,0.075323,0.486178,2.147159,2.676638,0.21386,0.00091,0.081934,0.093194,-0.065374,0.868757,1.698731,0.243962,0.241151,0.302677,0.145786,0.946621,2.869529,0.112159,0.333865,0.17711,0.482268,0.511177,0.455221,0.289181,0.218531,0.090305,0.048927,0.367422,0.100836,0.138562,0.034707,0.072861,0.02227,0.059415,0.490941,-0.008526,-255.033022,0.21386,0.272562,-0.113254,0.922043,-0.075323,0.991039,-0.004764,0.578727,0.653549,0.184935,-0.230423,0.103086,0.741134,0.426192,0.004764,0.415347,0.002011,0.561324,0.97403,2.249927,-0.026476,0.076199,0.017657,-0.05855,42.768924,1.444574,0.459222,0.530646,3.122882,0.29924,0.228359,0.095465,0.051826,0.181339,0.109687,0.51336,1.798816,0.936007,0.0298,0.1245,-0.073168,0.079617,-0.032113,0.09741,0.030771,0.14037,0.030459,0.135244,0.002675,0.648273,0.612928,1.31694,0.316939,0.705925,3.53209,-0.066963,5.71151,-0.759753,0.694872,0.240248,0.240248,1.63388
15,0.034413,0.053017,0.047037,0.102598,0.194217,0.222475,0.243206,0.257627,0.263499,0.206599,0.101416,0.31541,-0.139706,0.022909,0.130063,0.398061,1.023182,0.305233,0.245274,0.056181,0.470885,2.377313,2.497059,0.204156,0.000737,0.084743,0.095821,-0.062173,0.82345,1.592838,0.230647,0.242712,0.291408,0.139535,0.921143,2.67945,0.108818,0.323395,0.155888,0.456259,0.488206,0.42783,0.278315,0.214535,0.083986,0.051188,0.359732,0.087581,0.12828,0.0353,0.076358,0.032037,0.051199,0.477601,-0.035393,-222.994997,0.204156,0.25973,-0.097106,0.959425,-0.056181,0.977872,-0.018684,0.556198,0.636172,0.181123,-0.204315,0.098666,0.72813,0.416103,0.018684,0.421178,0.002317,0.555653,1.018629,2.211631,-0.037435,0.080127,0.024965,-0.077857,42.340069,1.42158,0.442923,0.51614,3.021989,0.288478,0.224286,0.088817,0.054216,0.183731,0.113774,0.521436,1.739671,0.927602,0.026931,0.127045,-0.066518,0.096753,-0.02595,0.11126,0.026802,0.146384,0.026636,0.140446,0.00257,0.592646,0.651418,1.27047,0.270474,0.745164,3.91528,-0.070792,5.70768,-0.78819,0.63254,0.21181,0.21181,1.54095
16,0.036042,0.055889,0.050557,0.104868,0.193722,0.221561,0.243556,0.256587,0.26174,0.208663,0.10553,0.323717,-0.144102,0.016834,0.131677,0.504489,1.016981,0.293564,0.235107,0.042637,0.448165,2.188862,2.358793,0.186923,0.00071,0.071487,0.08191,-0.060124,0.758702,1.45147,0.220441,0.216306,0.274932,0.135108,0.894907,2.526309,0.104986,0.306323,0.145462,0.432453,0.458304,0.404159,0.262264,0.200577,0.083488,0.044585,0.335367,0.096339,0.128355,0.034294,0.066626,0.043847,0.049594,0.464934,-0.035946,-207.308819,0.186923,0.249423,-0.074926,0.983729,-0.042637,0.965606,-0.019428,0.5203,0.582095,0.179486,-0.187542,0.095536,0.716227,0.407746,0.019428,0.438285,0.002735,0.553049,1.047906,2.258173,-0.047037,0.084618,0.031273,-0.099681,40.279429,1.393805,0.42034,0.494862,2.802927,0.272056,0.209795,0.088243,0.047217,0.164302,0.104259,0.496568,1.69133,0.917334,0.018742,0.110047,-0.086032,0.067107,-0.043074,0.08638,0.017554,0.128422,0.017808,0.123605,0.00133,0.50848,0.707996,1.2085,0.208499,0.799331,4.6622,-0.064563,5.71391,-0.828376,0.538754,0.171624,0.171624,1.417
17,0.035513,0.053518,0.044278,0.094198,0.18142,0.211176,0.232293,0.24097,0.24495,0.186339,0.093337,0.30654,-0.130315,0.019654,0.123822,0.662372,1.01987,0.293992,0.235196,0.061338,0.450245,2.030099,2.498144,0.186349,0.000729,0.065732,0.075171,-0.060208,0.811445,1.49089,0.226228,0.213911,0.287949,0.132735,0.934479,2.647655,0.102619,0.314638,0.15747,0.449293,0.469449,0.425502,0.259859,0.195988,0.084191,0.035989,0.33753,0.108057,0.133292,0.02934,0.054901,0.028153,0.053488,0.473601,0.00114,-232.662053,0.186349,0.250008,-0.086792,0.939399,-0.061338,0.974146,-0.000437,0.538161,0.587089,0.1738,-0.170919,0.093858,0.724646,0.408178,0.000437,0.435657,0.002435,0.545196,1.004121,2.369232,-0.0288,0.079472,0.019169,-0.100244,44.526037,1.375401,0.426511,0.492304,2.779724,0.267455,0.203839,0.08871,0.038054,0.158527,0.097393,0.473921,1.736061,0.929816,0.015295,0.103777,-0.117699,0.039117,-0.073799,0.062224,0.013415,0.122071,0.013799,0.118616,0.000951,0.459184,0.740037,1.17724,0.177236,0.82773,5.22842,-0.062566,5.71591,-0.8501,0.484222,0.1499,0.1499,1.35447
18,0.032373,0.048885,0.035165,0.085442,0.183857,0.217185,0.23213,0.238475,0.23812,0.154807,0.073408,0.276792,-0.101628,0.035081,0.117446,0.758123,1.035774,0.338681,0.266501,0.140226,0.48189,2.006544,3.222872,0.23435,0.001052,0.088783,0.097408,-0.067469,1.033162,1.734538,0.264459,0.263829,0.338672,0.144649,1.084537,3.378488,0.109832,0.359769,0.220609,0.53578,0.554862,0.518382,0.294617,0.215956,0.082979,0.033294,0.383429,0.106131,0.133313,0.02399,0.05153,-0.03337,0.075611,0.516785,0.158067,-297.755639,0.23435,0.281747,-0.167016,0.795772,-0.140226,1.017317,0.075639,0.638037,0.693219,0.176154,-0.212832,0.102282,0.76789,0.432887,-0.075639,0.409324,0.001547,0.566877,0.85826,2.451081,0.047968,0.065722,-0.030247,-0.048388,51.799743,1.346696,0.463216,0.523075,3.031951,0.300081,0.22325,0.087296,0.035168,0.190884,0.111007,0.505576,1.843373,0.953941,0.017146,0.11039,-0.13434,0.034326,-0.094449,0.055575,0.015484,0.129221,0.015739,0.126367,0.001206,0.476605,0.728971,1.18726,0.187258,0.81843,4.98971,-0.065933,5.71254,-0.842825,0.503382,0.157175,0.157175,1.37452
19,0.030908,0.048223,0.032528,0.086769,0.205211,0.242641,0.25292,0.259709,0.255229,0.14673,0.066325,0.28011,-0.090455,0.052827,0.123049,0.878549,1.054298,0.395083,0.310537,0.207077,0.514842,2.173812,3.891243,0.304757,0.001376,0.12287,0.131682,-0.079622,1.265679,1.997534,0.306498,0.311815,0.386934,0.168531,1.137716,4.060079,0.129067,0.404823,0.263807,0.603955,0.62204,0.590312,0.336205,0.246991,0.087259,0.033635,0.428752,0.106539,0.13507,0.02122,0.050139,-0.056046,0.093154,0.549463,0.267528,-367.912472,0.304757,0.324297,-0.234623,0.685731,-0.207077,1.050657,0.129518,0.742967,0.803097,0.196071,-0.321138,0.11917,0.801978,0.464759,-0.129518,0.400958,0.001149,0.617448,0.742737,2.488373,0.08376,0.059886,-0.05256,0.009845,49.62444,1.323014,0.499072,0.567826,3.313645,0.344038,0.256516,0.092142,0.03561,0.228758,0.132642,0.573023,1.947893,0.967209,0.018636,0.113165,-0.130857,0.032627,-0.091692,0.053845,0.017484,0.12778,0.017682,0.124968,0.001378,0.49681,0.716171,1.19877,0.19877,0.807735,4.70698,-0.066842,5.71163,-0.834438,0.525586,0.165562,0.165562,1.39754
20,0.03086,0.049798,0.036483,0.092253,0.216756,0.253785,0.266875,0.273932,0.269756,0.157034,0.070891,0.304807,-0.097552,0.057599,0.129848,1.18361,1.059329,0.401956,0.320891,0.208435,0.520393,2.325036,3.740012,0.329656,0.001418,0.13368,0.144247,-0.086308,1.270515,2.085518,0.314933,0.311187,0.387507,0.179295,1.050193,3.853123,0.138735,0.399304,0.242513,0.584186,0.603715,0.575131,0.342536,0.255498,0.088272,0.031103,0.424336,0.100824,0.130578,0.014126,0.044256,-0.021286,0.090038,0.54012,0.185363,-374.383829,0.329656,0.333101,-0.237084,0.674098,-0.208435,1.041057,0.093345,0.730586,0.792934,0.211449,-0.380439,0.126781,0.792093,0.471122,-0.093345,0.426077,0.001409,0.642859,0.735324,2.582995,0.034707,0.066217,-0.021577,0.017937,40.784333,1.360866,0.510087,0.582404,3.372587,0.3546,0.267474,0.093515,0.032983,0.236006,0.142797,0.609503,1.990742,0.962831,0.018882,0.114386,-0.11927,0.033126,-0.077476,0.056292,0.018293,0.122454,0.018487,0.119371,0.001438,0.501423,0.71254,1.2046,0.2046,0.803151,4.72374,-0.067531,5.71095,-0.831357,0.530916,0.168643,0.168643,1.4092
