FID,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,brightness,wetness,greenness,fanzhaolv,VIGS,BCI,EVI1,EVI2,LSWI,GNDVI,MTCI,PSSRA,IRECI,MCARI1,MCARI2,MCARI3,Rededge,CIrededge,CIg,RDVI,NDRE1,NDRE2,DVI,mNDVI,SR,DVIre,NDVIre,NDI45,NDVI1,NDVI2,NDVI3,RDVI0,RDVI1,RDVI2,RDVI3,NDVIre1n,NDVIre2,NDVIre2n,NDVIre3,NDVIre3n,PSRI,MTVI,TVI,VARI,DF,IREC,SAVI,NDWI,MSI,NDII,TNDVI,NRI,MSRre,MSRren,WDVI,MSAV2,PV,IPV,TNDV,C,SMI,MI,IRIswir1,IRInir,HSI,S2,SI,GSI,GARI,CRE,ARI,GNDVI1,SIPI,CRI,SAVI0,SAVI1,SAVI2,SAVI3,OSAVI,TCARI,MCARI_OSAVI,MRAI2,GDVI,VH,VV,VH_LAI_soil,VV_LAI_soil,VH_LAI_fvc_soil,VV_LAI_fvc_soil,VH_VWC_soil,VV_VWC_soil,VH_VWC_fvc_soil,VV_VWC_fvc_soil,DPSVI,RVI,Mc,TAN1,TAN2,TANc,Hc,DPDD,IDPDD,VDDPI,RVI4SI,R1,R2,R3
0,0.039243,0.059711,0.054929,0.110525,0.221704,0.240022,0.265889,0.28521,0.279934,0.219275,0.124693,0.353386,-0.149758,0.061844,0.143803,2.101887,1.06384,0.453984,0.357407,0.129697,0.533382,2.355816,3.621183,0.354966,0.00194,0.162363,0.175237,-0.090552,1.14677,1.989795,0.320388,0.323885,0.364317,0.206072,1.049933,3.982703,0.158654,0.404713,0.255371,0.598124,0.617561,0.566846,0.371545,0.275247,0.089181,0.05759,0.430168,0.093056,0.123523,0.047411,0.078118,-0.021487,0.105004,0.546826,0.184818,-319.729737,0.354966,0.365955,-0.159876,0.847163,-0.129697,1.047892,0.095254,0.74208,0.806155,0.240635,-0.514382,0.145715,0.799062,0.493838,-0.095254,0.383098,0.001558,0.650203,0.881571,1.928452,0.034403,0.071543,-0.021698,0.067411,34.329466,1.392727,0.498616,0.595899,3.497066,0.388972,0.290469,0.094559,0.061023,0.256651,0.16519,0.682065,2.411865,0.918081,0.013444,0.060463,-0.098228,-0.01888,-0.053286,0.01399,0.010885,0.067824,0.011454,0.06589,0.000298,0.616709,0.633979,1.29667,0.29667,0.725374,3.79976,-0.033247,5.74523,-0.774286,0.659573,0.225714,0.225714,1.59334
1,0.040676,0.06076,0.05302,0.114061,0.240343,0.254304,0.2848,0.304739,0.295328,0.22343,0.123457,0.360076,-0.148474,0.06868,0.151264,2.11113,1.07113,0.476771,0.373999,0.145325,0.543258,2.281988,3.770596,0.370077,0.002139,0.164961,0.178121,-0.094256,1.17851,2.04535,0.330828,0.32494,0.370723,0.216638,1.060866,4.184016,0.166929,0.414684,0.267502,0.614019,0.631566,0.5806,0.383955,0.283708,0.096337,0.060123,0.438131,0.103726,0.131987,0.051952,0.080484,-0.026915,0.111324,0.554071,0.207449,-344.475023,0.370077,0.381027,-0.173256,0.828067,-0.145325,1.055463,0.106267,0.76663,0.826691,0.25067,-0.564907,0.153186,0.80701,0.503975,-0.106267,0.384706,0.001497,0.667507,0.851328,1.94423,0.043736,0.071106,-0.027465,0.088587,33.102842,1.397972,0.505579,0.604561,3.578462,0.402635,0.299752,0.102127,0.063672,0.258439,0.167131,0.689005,2.455346,0.932221,0.016569,0.07324,-0.108402,-0.007169,-0.06323,0.023493,0.013853,0.084979,0.01425,0.082585,0.000511,0.623755,0.627218,1.31804,0.318043,0.713785,3.9034,-0.040072,5.7384,-0.766816,0.66762,0.233184,0.233184,1.63609
2,0.040565,0.061912,0.051263,0.115386,0.247736,0.269791,0.302388,0.3188,0.306616,0.227599,0.12139,0.358269,-0.145972,0.067625,0.15766,2.060271,1.069996,0.47538,0.371675,0.149036,0.540876,2.166083,3.782089,0.363298,0.002177,0.153903,0.166896,-0.094633,1.176991,2.050822,0.331809,0.314809,0.37046,0.21504,1.066308,4.161092,0.164887,0.410863,0.269302,0.612378,0.626788,0.58171,0.37856,0.277081,0.096528,0.052883,0.430134,0.11032,0.133403,0.047668,0.071014,-0.029469,0.112278,0.553336,0.2099,-337.601665,0.363298,0.378958,-0.171859,0.81477,-0.149036,1.054689,0.106962,0.757079,0.805954,0.24906,-0.557084,0.152056,0.806189,0.502615,-0.106962,0.386884,0.001515,0.667993,0.846105,1.961889,0.046856,0.071305,-0.029449,0.086375,32.886986,1.40142,0.506268,0.597501,3.517692,0.396576,0.292609,0.102352,0.056015,0.249497,0.161783,0.668529,2.521628,0.943986,0.017702,0.078828,-0.106721,-0.001279,-0.061923,0.028464,0.01568,0.089683,0.016002,0.08712,0.000632,0.621926,0.629586,1.3094,0.309401,0.718833,3.8386,-0.043222,5.73525,-0.769837,0.665368,0.230163,0.230163,1.6188
3,0.039616,0.061095,0.051349,0.112889,0.235743,0.271595,0.298493,0.309304,0.301925,0.227732,0.121524,0.358984,-0.145911,0.065298,0.155929,2.010911,1.067505,0.470563,0.366445,0.145543,0.535526,2.122499,3.748484,0.360942,0.002163,0.147523,0.160486,-0.095577,1.179684,2.05707,0.33261,0.307479,0.371004,0.212377,1.065883,4.054117,0.162328,0.404255,0.264586,0.604188,0.616303,0.578766,0.37113,0.269992,0.093319,0.04346,0.420292,0.110512,0.129561,0.039122,0.058402,-0.029056,0.111312,0.549624,0.199786,-330.675385,0.360942,0.374111,-0.164402,0.806671,-0.145543,1.0508,0.10155,0.740718,0.780707,0.247156,-0.545425,0.150173,0.802094,0.499395,-0.10155,0.393195,0.001602,0.664715,0.851674,1.994135,0.045106,0.072768,-0.028443,0.081434,32.084433,1.40253,0.507031,0.587559,3.436513,0.388616,0.285052,0.09896,0.046035,0.243767,0.15943,0.658189,2.574921,0.942406,0.016802,0.082842,-0.103723,0.001723,-0.058847,0.031264,0.015776,0.090129,0.016101,0.08747,0.000668,0.578132,0.661786,1.25665,0.256648,0.756447,3.9879,-0.046697,5.73178,-0.796179,0.616185,0.203821,0.203821,1.5133
4,0.039925,0.061288,0.051929,0.112256,0.232603,0.276604,0.298282,0.306294,0.30298,0.230822,0.121448,0.356861,-0.151639,0.057523,0.156287,1.999228,1.059244,0.449868,0.349283,0.120537,0.525268,2.109823,3.543607,0.337165,0.001944,0.135262,0.147899,-0.091613,1.132652,1.990979,0.320133,0.295395,0.361476,0.20224,1.059013,3.807511,0.154632,0.392273,0.248206,0.58353,0.600456,0.559366,0.360813,0.26468,0.096393,0.045556,0.414035,0.109581,0.13515,0.035889,0.061786,-0.025595,0.103583,0.540116,0.166321,-307.245238,0.337165,0.358316,-0.146052,0.843745,-0.120537,1.040907,0.084211,0.711743,0.764943,0.238295,-0.498287,0.143005,0.791765,0.488688,-0.084211,0.39438,0.001747,0.644902,0.897705,1.974109,0.037774,0.074883,-0.024043,0.063338,32.738047,1.402466,0.498784,0.575802,3.384551,0.377683,0.279309,0.102231,0.048276,0.233003,0.152522,0.634094,2.521667,0.941152,0.016199,0.082218,-0.097939,0.006354,-0.053368,0.035336,0.015581,0.089836,0.015926,0.08704,0.000635,0.566264,0.669831,1.24769,0.247694,0.764265,4.08202,-0.046682,5.73179,-0.801943,0.602925,0.198057,0.198057,1.49539
5,0.041346,0.06175,0.054377,0.112678,0.227149,0.267956,0.290799,0.305485,0.30026,0.236699,0.124265,0.345034,-0.161595,0.042422,0.155042,1.971784,1.043377,0.404082,0.31466,0.070951,0.507846,2.051718,3.190864,0.284235,0.001524,0.110381,0.122132,-0.081198,1.027397,1.84855,0.291085,0.271576,0.339136,0.180391,1.04178,3.43349,0.137944,0.371182,0.222339,0.548063,0.57585,0.521888,0.340777,0.254109,0.104124,0.054982,0.405563,0.110781,0.150518,0.036662,0.076964,-0.017768,0.088314,0.523402,0.111025,-260.339669,0.284235,0.326263,-0.111065,0.934866,-0.070951,1.023708,0.056046,0.662245,0.743966,0.217487,-0.394051,0.127556,0.774031,0.466209,-0.056046,0.383423,0.001886,0.604813,0.999923,1.872321,0.024136,0.076002,-0.015575,0.02172,36.351451,1.405079,0.480121,0.55959,3.322625,0.355779,0.267544,0.110397,0.058305,0.210182,0.134708,0.579153,2.430957,0.932105,0.014607,0.075269,-0.089339,0.004865,-0.045225,0.034204,0.013751,0.082092,0.014202,0.079375,0.000485,0.55846,0.675084,1.24195,0.241954,0.769301,4.14894,-0.042894,5.73558,-0.805676,0.594222,0.194324,0.194324,1.48391
6,0.042655,0.061606,0.056687,0.111552,0.219022,0.254469,0.281168,0.304622,0.296274,0.244388,0.128417,0.336459,-0.174828,0.030838,0.153198,1.92258,1.03133,0.369757,0.28992,0.022479,0.495814,1.826529,2.984374,0.24387,0.001373,0.086474,0.097897,-0.074117,0.932009,1.765156,0.271675,0.243269,0.317751,0.164519,1.024469,3.202333,0.123827,0.349039,0.214067,0.523951,0.555536,0.497941,0.322166,0.237994,0.107001,0.055454,0.387569,0.11558,0.15933,0.035206,0.07965,-0.010345,0.081229,0.511822,0.075182,-225.07919,0.24387,0.303146,-0.06696,1.02656,-0.022479,1.011898,0.038054,0.612002,0.700627,0.20187,-0.3177,0.116333,0.761976,0.449518,-0.038054,0.365753,0.001931,0.574074,1.109943,1.728608,0.01305,0.075683,-0.008509,-0.010999,38.886548,1.431607,0.468797,0.546479,3.243918,0.335087,0.249933,0.113332,0.058808,0.185156,0.115162,0.527404,2.347111,0.921775,0.012253,0.069757,-0.086882,-0.000287,-0.043077,0.029647,0.010835,0.074405,0.011441,0.071914,0.000347,0.520808,0.700238,1.21528,0.215281,0.792964,4.48486,-0.040662,5.73782,-0.823345,0.552285,0.176655,0.176655,1.43056
7,0.043238,0.061009,0.058057,0.113451,0.212648,0.249343,0.275463,0.298868,0.291494,0.257457,0.137286,0.340189,-0.189938,0.026264,0.153205,1.92302,1.026614,0.358855,0.283901,-0.007214,0.493281,1.57164,2.910632,0.227057,0.001491,0.07171,0.083619,-0.072604,0.865541,1.748101,0.266338,0.219736,0.301986,0.161223,1.000208,3.121238,0.118626,0.333393,0.218817,0.514667,0.540397,0.488522,0.310826,0.222862,0.104589,0.048659,0.364702,0.122633,0.15763,0.034924,0.07052,0.000014,0.082719,0.507276,0.055867,-206.576873,0.227057,0.297359,-0.02847,1.088262,0.007214,1.007304,0.02868,0.57755,0.647337,0.199237,-0.302881,0.114002,0.757334,0.445239,-0.02868,0.352933,0.001962,0.566715,1.184498,1.606173,0.000054,0.076025,-0.000032,-0.021552,38.122882,1.473387,0.466392,0.5404,3.16531,0.322774,0.233885,0.110709,0.051595,0.166989,0.101931,0.500372,2.255964,0.914884,0.011694,0.065371,-0.077351,0.003983,-0.035691,0.032336,0.00999,0.070899,0.010667,0.068389,0.00029,0.528258,0.69544,1.21978,0.219775,0.788819,4.39781,-0.037956,5.74052,-0.82014,0.560515,0.17986,0.17986,1.43955
8,0.042995,0.06266,0.063135,0.120804,0.20933,0.248397,0.272862,0.291536,0.286715,0.281683,0.155153,0.350838,-0.199963,0.02404,0.156108,1.971945,1.024335,0.352842,0.282345,-0.015882,0.488447,1.655147,2.799937,0.225427,0.001394,0.073192,0.085165,-0.072242,0.847402,1.698618,0.261526,0.218773,0.297587,0.162118,0.958245,3.018979,0.120789,0.33157,0.204722,0.502168,0.524718,0.473412,0.30512,0.220912,0.101482,0.047426,0.358556,0.121615,0.151677,0.037702,0.068251,0.01871,0.078377,0.501058,0.034641,-190.856965,0.225427,0.295509,-0.014752,1.113335,0.015882,1.001071,0.018252,0.573553,0.633146,0.202327,-0.310825,0.114635,0.751084,0.443848,-0.018252,0.354791,0.002125,0.573621,1.210886,1.567903,-0.022507,0.078593,0.014712,-0.028891,36.533295,1.460778,0.459192,0.540906,3.093839,0.317527,0.232103,0.107471,0.050294,0.167702,0.104836,0.507585,2.141179,0.898108,0.013155,0.057074,-0.060267,0.006072,-0.022906,0.032376,0.011837,0.062957,0.012448,0.060646,0.000248,0.634572,0.621476,1.31167,0.311666,0.712373,3.68871,-0.031055,5.74742,-0.764971,0.679674,0.235029,0.235029,1.62333
9,0.044047,0.06656,0.071421,0.126379,0.215421,0.250602,0.279653,0.295433,0.291783,0.302145,0.170953,0.361476,-0.206782,0.016106,0.162861,2.009429,1.016252,0.33523,0.269386,-0.023803,0.467914,1.966593,2.592288,0.220161,0.00111,0.080266,0.091704,-0.069643,0.81904,1.563396,0.248267,0.224961,0.290457,0.156788,0.912089,2.792098,0.119728,0.324066,0.174714,0.471882,0.499263,0.442545,0.295521,0.221458,0.096388,0.050933,0.355713,0.106903,0.142125,0.0371,0.072764,0.038156,0.067874,0.485638,0.009836,-160.950374,0.220161,0.282568,-0.011965,1.129866,0.023803,0.985793,0.005251,0.557521,0.626762,0.200703,-0.291223,0.110866,0.735941,0.43397,-0.005251,0.36745,0.002566,0.580494,1.242947,1.574788,-0.044556,0.083957,0.029184,-0.052615,35.266606,1.408942,0.43844,0.532117,2.965201,0.308546,0.232998,0.102144,0.05402,0.174374,0.114424,0.525738,2.021657,0.877568,0.015144,0.04979,-0.041506,0.008929,-0.010191,0.031886,0.014576,0.054918,0.015042,0.052849,0.000221,0.755898,0.533649,1.43974,0.439743,0.613485,3.14154,-0.024498,5.75398,-0.695455,0.816239,0.304545,0.304545,1.87949
10,0.046849,0.071097,0.081763,0.13158,0.224094,0.250294,0.282814,0.30026,0.2976,0.313228,0.184819,0.368886,-0.211421,0.005011,0.168237,2.02884,1.005038,0.315102,0.251011,-0.03413,0.442891,2.043405,2.398102,0.204635,0.000937,0.075807,0.086816,-0.066243,0.759305,1.429458,0.233347,0.213605,0.275045,0.14763,0.886099,2.557977,0.113266,0.304541,0.153395,0.437396,0.467275,0.411006,0.278996,0.211476,0.09126,0.048752,0.338245,0.097284,0.13438,0.032206,0.069708,0.047557,0.060089,0.46757,-0.012243,-129.426455,0.204635,0.2644,-0.00346,1.142106,0.03413,0.968155,-0.00672,0.516643,0.588273,0.195125,-0.252934,0.10439,0.718698,0.419784,0.00672,0.381217,0.003145,0.584442,1.286044,1.587087,-0.052494,0.090117,0.034564,-0.079509,33.998196,1.380871,0.416652,0.507347,2.794022,0.291735,0.222615,0.096717,0.051707,0.166679,0.112582,0.52048,1.878442,0.84526,0.013893,0.052408,-0.029968,0.025628,-0.003725,0.042877,0.013252,0.059483,0.013822,0.056896,0.000223,0.694704,0.576852,1.38385,0.383854,0.65948,3.49491,-0.027234,5.75124,-0.728281,0.74745,0.271719,0.271719,1.76771
11,0.04897,0.074766,0.087361,0.135748,0.223384,0.247913,0.278028,0.296079,0.293668,0.307175,0.187729,0.372985,-0.207119,0.006961,0.167639,2.03733,1.006994,0.32607,0.256341,-0.019208,0.447339,2.128714,2.427611,0.212039,0.000877,0.077,0.087758,-0.06844,0.802247,1.464794,0.238701,0.215112,0.286059,0.151524,0.906584,2.580221,0.118239,0.313808,0.147838,0.44116,0.464053,0.416269,0.277658,0.212376,0.091239,0.041602,0.339515,0.105882,0.134215,0.030488,0.05917,0.038983,0.057932,0.469622,-0.014212,-129.643121,0.212039,0.26946,-0.009528,1.104967,0.019208,0.970117,-0.007673,0.535995,0.590891,0.199492,-0.272543,0.107144,0.72058,0.42379,0.007673,0.388961,0.003229,0.593564,1.249028,1.62737,-0.04231,0.091952,0.027956,-0.063778,33.247279,1.367829,0.422617,0.496637,2.774288,0.290439,0.223576,0.096698,0.044124,0.167923,0.114378,0.522423,1.769214,0.820024,0.010954,0.057795,-0.03915,0.031922,-0.0102,0.049254,0.009898,0.068051,0.010678,0.064991,0.000224,0.55518,0.677188,1.24034,0.240341,0.77102,4.17774,-0.033121,5.74536,-0.807027,0.590568,0.192973,0.192973,1.48068
12,0.048662,0.073372,0.081611,0.131439,0.221018,0.254272,0.280014,0.295182,0.291498,0.291237,0.176017,0.375778,-0.196553,0.022842,0.165361,2.039035,1.023151,0.368356,0.287515,0.017259,0.476518,2.419858,2.673238,0.251932,0.000937,0.099192,0.109912,-0.07562,0.942093,1.620518,0.262223,0.248122,0.319741,0.170009,0.955044,2.881629,0.136018,0.352704,0.15806,0.483578,0.500368,0.454651,0.301584,0.234445,0.094497,0.042552,0.371933,0.114703,0.136472,0.037237,0.059302,0.019162,0.063453,0.491553,0.018204,-168.939563,0.251932,0.299455,-0.039352,1.041256,-0.017259,0.991674,0.009468,0.62086,0.664506,0.215347,-0.357644,0.120215,0.741789,0.446615,-0.009468,0.390579,0.002798,0.609189,1.144418,1.695778,-0.021796,0.08869,0.014362,-0.013008,33.17143,1.349739,0.447289,0.516726,2.951555,0.315837,0.247031,0.1002,0.045126,0.194193,0.132432,0.563675,1.782204,0.842614,0.01076,0.055037,-0.065072,0.005809,-0.027267,0.031931,0.009725,0.064553,0.010454,0.062125,0.000202,0.567071,0.669173,1.24894,0.248943,0.76336,4.08236,-0.031308,5.74717,-0.801348,0.603852,0.198652,0.198652,1.49789
13,0.046957,0.069939,0.069899,0.12393,0.230714,0.266491,0.295153,0.307475,0.302922,0.280175,0.15992,0.373967,-0.187732,0.033496,0.166757,2.031685,1.034071,0.395854,0.308144,0.040895,0.492049,2.489027,2.844452,0.274728,0.001102,0.115425,0.126248,-0.078829,0.994127,1.675556,0.27499,0.270694,0.332024,0.181462,0.989188,3.123556,0.145046,0.372906,0.175629,0.514762,0.532103,0.479661,0.321746,0.249388,0.096309,0.050998,0.393304,0.113684,0.137224,0.046664,0.070496,0.004679,0.07278,0.507302,0.058619,-201.845851,0.274728,0.319281,-0.064741,1.011642,-0.040895,1.007341,0.030504,0.665985,0.714157,0.224232,-0.408817,0.128313,0.757381,0.461342,-0.030504,0.389901,0.002464,0.617017,1.07839,1.745768,-0.005689,0.085044,0.003726,0.014732,33.719121,1.341723,0.455858,0.536228,3.081608,0.337126,0.262952,0.102148,0.054077,0.2124,0.144464,0.594208,1.845934,0.891912,0.011073,0.056781,-0.088766,-0.013419,-0.044752,0.01857,0.009568,0.064803,0.010233,0.062793,0.000214,0.56617,0.669665,1.24882,0.248816,0.76359,4.10136,-0.032321,5.74616,-0.801588,0.602886,0.198412,0.198412,1.49763
14,0.045374,0.068395,0.062752,0.121304,0.239913,0.271169,0.305045,0.316998,0.312542,0.272345,0.150155,0.367244,-0.183674,0.032614,0.167572,2.025506,1.033157,0.396931,0.306725,0.042352,0.488916,2.245605,2.872953,0.266467,0.001274,0.109203,0.120152,-0.077561,0.953112,1.645419,0.273882,0.263918,0.322685,0.179241,1.013912,3.164114,0.140234,0.365214,0.190625,0.519677,0.540485,0.48358,0.324505,0.246532,0.098082,0.055313,0.390032,0.112108,0.14058,0.048219,0.07704,-0.005805,0.079823,0.509741,0.08034,-200.620357,0.266467,0.318199,-0.071194,1.011831,-0.042352,1.009789,0.041236,0.648367,0.706311,0.220655,-0.395725,0.126743,0.759839,0.460569,-0.041236,0.386512,0.002389,0.612737,1.077216,1.742886,0.007215,0.083423,-0.004688,0.012179,34.499103,1.354599,0.451343,0.535346,3.086979,0.339631,0.259849,0.10402,0.05866,0.20641,0.139229,0.581679,1.876602,0.918636,0.01127,0.062205,-0.089649,-0.007466,-0.045521,0.023552,0.009259,0.069507,0.009938,0.067269,0.000254,0.532855,0.692396,1.22295,0.222947,0.786,4.35203,-0.036017,5.74246,-0.818022,0.565621,0.181978,0.181978,1.44589
15,0.04481,0.067678,0.063044,0.121195,0.23443,0.265018,0.29769,0.31119,0.306632,0.267256,0.149132,0.364893,-0.182339,0.032955,0.164213,2.040939,1.033508,0.406355,0.309965,0.044204,0.490151,2.044,2.969759,0.268869,0.001465,0.104331,0.115516,-0.079238,0.955859,1.678636,0.280367,0.258316,0.323355,0.18027,1.047752,3.240325,0.138586,0.361882,0.205695,0.528228,0.551969,0.496012,0.330904,0.247418,0.102658,0.055448,0.390676,0.114246,0.14722,0.043627,0.077055,-0.019754,0.086801,0.513908,0.102736,-201.743865,0.268869,0.321423,-0.077626,0.998946,-0.044204,1.014009,0.051423,0.64067,0.707818,0.22052,-0.398725,0.12747,0.764114,0.462894,-0.051423,0.383185,0.00233,0.612835,1.075256,1.728872,0.02486,0.08252,-0.016134,0.019424,34.252317,1.369497,0.456271,0.534495,3.125846,0.346247,0.260839,0.108874,0.058802,0.201698,0.135137,0.572712,1.884299,0.913809,0.012135,0.056481,-0.083391,-0.015423,-0.040253,0.0167,0.010226,0.060544,0.010874,0.058662,0.000226,0.603736,0.643788,1.27972,0.279722,0.737435,3.83021,-0.031357,5.74712,-0.782569,0.644933,0.217431,0.217431,1.55944
16,0.044848,0.06605,0.062301,0.119237,0.227489,0.261465,0.289922,0.306415,0.301439,0.270616,0.148428,0.368069,-0.179022,0.039919,0.161511,2.024586,1.040742,0.427686,0.324882,0.060606,0.503445,2.149984,3.131427,0.293283,0.001498,0.115316,0.126584,-0.083784,1.040277,1.782992,0.293962,0.27235,0.341964,0.189314,1.065038,3.408016,0.147255,0.378769,0.210977,0.546084,0.569987,0.515709,0.3448,0.26069,0.107854,0.056156,0.408111,0.118693,0.152774,0.04229,0.076888,-0.027367,0.08898,0.522514,0.118988,-222.766018,0.293283,0.335385,-0.095111,0.964225,-0.060606,1.022772,0.058845,0.67989,0.750479,0.228637,-0.441061,0.133865,0.773042,0.472818,-0.058845,0.38377,0.002194,0.624162,1.035591,1.75247,0.035474,0.081486,-0.022996,0.041893,33.656737,1.364209,0.471192,0.545575,3.246623,0.361301,0.275079,0.114393,0.059529,0.213153,0.142397,0.59328,1.967932,0.911677,0.013432,0.055812,-0.088321,-0.025141,-0.044368,0.008802,0.011864,0.057978,0.012413,0.056333,0.00025,0.652738,0.609699,1.32149,0.321492,0.702308,3.51174,-0.029967,5.74851,-0.757214,0.699906,0.242786,0.242786,1.64298
17,0.044104,0.066019,0.060448,0.117643,0.232751,0.269381,0.299955,0.317135,0.309937,0.275155,0.147133,0.370842,-0.174024,0.04612,0.164985,1.959149,1.047212,0.44166,0.335901,0.079231,0.515663,2.41489,3.216275,0.314697,0.001356,0.128995,0.140029,-0.086642,1.128591,1.865404,0.301798,0.289644,0.360641,0.196482,1.065478,3.512984,0.156508,0.398383,0.203554,0.556807,0.579894,0.52563,0.353808,0.273955,0.111525,0.057656,0.426682,0.122941,0.15638,0.044083,0.07806,-0.028103,0.084882,0.527637,0.117181,-239.872887,0.314697,0.34556,-0.113016,0.932033,-0.079231,1.02801,0.057704,0.72652,0.797083,0.235576,-0.475514,0.138934,0.778404,0.479966,-0.057704,0.387499,0.002104,0.636231,0.992654,1.796705,0.037111,0.081145,-0.024092,0.058793,33.657766,1.346329,0.482558,0.554715,3.350708,0.371222,0.289225,0.118285,0.061095,0.226874,0.150954,0.616966,2.160584,0.921665,0.014471,0.061506,-0.096844,-0.025193,-0.051871,0.008801,0.012775,0.064216,0.013253,0.062421,0.000325,0.641877,0.617498,1.31078,0.310775,0.710911,3.56481,-0.033259,5.74522,-0.763282,0.68767,0.236718,0.236718,1.62155
18,0.044369,0.065883,0.059785,0.116999,0.242902,0.279148,0.317682,0.334357,0.323203,0.270778,0.143345,0.37029,-0.170761,0.047188,0.170866,1.951233,1.048332,0.445651,0.33799,0.087168,0.51679,2.457033,3.253553,0.31963,0.00131,0.129966,0.140642,-0.087629,1.162541,1.883925,0.304712,0.291715,0.367592,0.197677,1.072423,3.541827,0.158443,0.403689,0.201424,0.559599,0.580887,0.529785,0.353901,0.275318,0.112362,0.054585,0.429755,0.126925,0.157831,0.042393,0.07383,-0.031222,0.084075,0.528956,0.122957,-240.758181,0.31963,0.347507,-0.118379,0.914045,-0.087168,1.029366,0.060221,0.739342,0.804864,0.236564,-0.48097,0.139778,0.779799,0.481313,-0.060221,0.389387,0.002092,0.640337,0.977214,1.815348,0.041026,0.081034,-0.026624,0.062141,33.776984,1.333583,0.48504,0.553018,3.344006,0.371239,0.290599,0.119174,0.057838,0.227988,0.151656,0.616824,2.343376,0.931442,0.01477,0.061539,-0.105429,-0.031456,-0.060007,0.003054,0.012617,0.065022,0.013078,0.063323,0.000333,0.648312,0.613063,1.31602,0.316019,0.706438,3.52025,-0.03307,5.74541,-0.760028,0.694879,0.239972,0.239972,1.63204
19,0.044263,0.065203,0.058037,0.116452,0.246947,0.28929,0.329916,0.3463,0.336553,0.269941,0.140027,0.365985,-0.167673,0.048594,0.174791,2.046011,1.049808,0.44618,0.340228,0.093746,0.519038,2.351605,3.342548,0.320506,0.001341,0.124249,0.134602,-0.088683,1.194583,1.919692,0.309293,0.287507,0.373914,0.198102,1.072805,3.616261,0.158504,0.407249,0.207262,0.566655,0.580851,0.539354,0.349214,0.268992,0.1099,0.044379,0.424729,0.135624,0.156317,0.039324,0.060408,-0.032182,0.086065,0.532277,0.136995,-241.479609,0.320506,0.349748,-0.114658,0.896487,-0.093746,1.032785,0.067478,0.748105,0.791987,0.235976,-0.481286,0.14008,0.783327,0.482862,-0.067478,0.383909,0.001979,0.641936,0.966161,1.799963,0.042372,0.079029,-0.027373,0.061718,34.257147,1.330398,0.489717,0.552045,3.295339,0.365563,0.283576,0.11656,0.047035,0.223208,0.147289,0.602947,2.387274,0.939844,0.0164,0.061368,-0.107156,-0.033939,-0.062017,0.000643,0.014422,0.065928,0.014798,0.064266,0.000367,0.693593,0.580093,1.36423,0.364225,0.668951,3.3287,-0.031797,5.74668,-0.733804,0.745937,0.266196,0.266196,1.72845
20,0.042773,0.065186,0.056088,0.115394,0.238498,0.290684,0.325076,0.340346,0.337169,0.266077,0.139343,0.36413,-0.163822,0.054519,0.171871,2.175183,1.056055,0.455489,0.351063,0.110705,0.533052,2.274342,3.454093,0.325964,0.001426,0.123996,0.134749,-0.089847,1.217151,1.995757,0.31463,0.289232,0.378325,0.204055,1.066346,3.787422,0.163219,0.416973,0.218032,0.582031,0.586184,0.550893,0.348771,0.26525,0.105711,0.038078,0.422111,0.145276,0.151354,0.045906,0.052107,-0.03062,0.088624,0.539441,0.143458,-250.08173,0.325964,0.359843,-0.116854,0.877778,-0.110705,1.040197,0.071037,0.772379,0.785284,0.240682,-0.508102,0.144289,0.791015,0.489768,-0.071037,0.375277,0.001778,0.653456,0.934894,1.77456,0.041461,0.076355,-0.026705,0.073651,34.653297,1.351141,0.499411,0.558278,3.325072,0.364478,0.27939,0.112114,0.040365,0.223911,0.145235,0.601755,2.329057,0.942168,0.018852,0.068505,-0.097236,-0.016997,-0.052909,0.015398,0.017536,0.074538,0.017793,0.072411,0.000526,0.710921,0.567558,1.38202,0.382019,0.654897,3.25008,-0.03511,5.74337,-0.723936,0.76547,0.276064,0.276064,1.76404
21,0.042597,0.065282,0.057491,0.115129,0.232731,0.284522,0.313981,0.329885,0.329369,0.260545,0.140826,0.368033,-0.161965,0.061048,0.167558,2.24267,1.062977,0.4737,0.365709,0.12804,0.546508,2.190953,3.525479,0.331662,0.001643,0.128639,0.140378,-0.090647,1.189051,2.029153,0.318053,0.29311,0.372818,0.213195,1.069539,3.970568,0.169371,0.42271,0.233798,0.597398,0.59642,0.557979,0.355809,0.266425,0.103039,0.042253,0.421405,0.147935,0.146369,0.059221,0.05763,-0.032765,0.094738,0.546515,0.153573,-259.400691,0.331662,0.3732,-0.126482,0.870373,-0.12804,1.047557,0.075649,0.786831,0.783482,0.249103,-0.551404,0.150752,0.798699,0.498769,-0.075649,0.37105,0.001659,0.670411,0.903634,1.757422,0.046166,0.075203,-0.02968,0.092678,34.170421,1.383943,0.503614,0.56586,3.39985,0.372002,0.280821,0.109286,0.044787,0.228341,0.147229,0.614666,2.242521,0.934953,0.019069,0.079836,-0.089566,0.004127,-0.04567,0.03365,0.018137,0.085406,0.018378,0.082673,0.000714,0.649827,0.61151,1.32031,0.320314,0.703676,3.54646,-0.042968,5.73551,-0.758324,0.696686,0.241676,0.241676,1.64063
