FID,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,brightness,wetness,greenness,fanzhaolv,VIGS,BCI,EVI1,EVI2,LSWI,GNDVI,MTCI,PSSRA,IRECI,MCARI1,MCARI2,MCARI3,Rededge,CIrededge,CIg,RDVI,NDRE1,NDRE2,DVI,mNDVI,SR,DVIre,NDVIre,NDI45,NDVI1,NDVI2,NDVI3,RDVI0,RDVI1,RDVI2,RDVI3,NDVIre1n,NDVIre2,NDVIre2n,NDVIre3,NDVIre3n,PSRI,MTVI,TVI,VARI,DF,IREC,SAVI,NDWI,MSI,NDII,TNDVI,NRI,MSRre,MSRren,WDVI,MSAV2,PV,IPV,TNDV,C,SMI,MI,IRIswir1,IRInir,HSI,S2,SI,GSI,GARI,CRE,ARI,GNDVI1,SIPI,CRI,SAVI0,SAVI1,SAVI2,SAVI3,OSAVI,TCARI,MCARI_OSAVI,MRAI2,GDVI,VH,VV,VH_LAI_soil,VV_LAI_soil,VH_LAI_fvc_soil,VV_LAI_fvc_soil,VH_VWC_soil,VV_VWC_soil,VH_VWC_fvc_soil,VV_VWC_fvc_soil,DPSVI,RVI,Mc,TAN1,TAN2,TANc,Hc,DPDD,IDPDD,VDDPI,RVI4SI,R1,R2,R3
0,0.03706,0.058621,0.049533,0.108227,0.22166,0.258089,0.27136,0.275751,0.274076,0.195095,0.091812,0.310526,-0.127935,0.03607,0.140004,0.146207,1.036738,0.355041,0.278975,0.098441,0.490531,1.923001,3.071768,0.247139,0.00116,0.084648,0.095081,-0.07463,1.021355,1.834813,0.275278,0.246494,0.337743,0.15658,1.033705,3.172336,0.119233,0.352056,0.205766,0.519984,0.527854,0.508013,0.291991,0.211923,0.081456,0.018311,0.361577,0.115605,0.126392,0.016216,0.02716,-0.013712,0.075038,0.509804,0.079833,-279.447414,0.247139,0.292992,-0.109274,0.847833,-0.098441,1.009898,0.039728,0.618771,0.640378,0.192851,-0.277726,0.110719,0.759992,0.441941,-0.039728,0.412186,0.001869,0.576423,0.92978,2.255308,0.017466,0.073693,-0.011292,-0.025919,41.31481,1.402406,0.478078,0.515381,2.992972,0.300543,0.220842,0.086012,0.019397,0.184425,0.112635,0.515126,1.843692,0.935371,0.021838,0.079383,-0.090833,0.006224,-0.047617,0.035064,0.022602,0.091482,0.022647,0.088663,0.000854,0.71079,0.567692,1.38152,0.381517,0.655146,3.24785,-0.040691,5.73779,-0.724096,0.765323,0.275904,0.275904,1.76303
1,0.037817,0.058195,0.048979,0.107484,0.222531,0.26042,0.278447,0.28155,0.274994,0.196408,0.092455,0.303032,-0.122243,0.037992,0.142955,0.096481,1.038735,0.354747,0.280479,0.111665,0.496779,2.062728,3.058144,0.243104,0.001088,0.090671,0.100791,-0.071505,1.012738,1.801341,0.269174,0.259097,0.336054,0.156314,1.036649,3.247235,0.12027,0.362537,0.205777,0.528845,0.539131,0.506671,0.296344,0.218102,0.082407,0.029791,0.374954,0.11417,0.128364,0.030187,0.04457,-0.015089,0.07337,0.514192,0.086939,-281.545515,0.243104,0.294663,-0.125872,0.849045,-0.111665,1.014305,0.043467,0.642412,0.671122,0.191152,-0.274093,0.110531,0.764423,0.443195,-0.043467,0.404941,0.001697,0.57865,0.907002,2.25378,0.019039,0.070978,-0.012337,-0.025032,44.521346,1.391824,0.473764,0.525464,3.064583,0.304588,0.226982,0.086993,0.031548,0.192581,0.115946,0.522354,1.848918,0.939651,0.017253,0.05664,-0.111799,-0.044316,-0.067577,-0.009474,0.016131,0.063209,0.016416,0.061733,0.000358,0.765488,0.526,1.45724,0.457238,0.603155,3.17721,-0.027851,5.75063,-0.688385,0.827014,0.311615,0.311615,1.91448
2,0.038651,0.059709,0.047482,0.104856,0.236846,0.274036,0.2998,0.306738,0.289752,0.196116,0.08853,0.315702,-0.121992,0.048362,0.150592,0.155859,1.0496,0.388357,0.305365,0.137588,0.521667,2.338176,3.147051,0.27042,0.001115,0.112809,0.123762,-0.074789,1.063222,1.887447,0.277983,0.286212,0.346788,0.172262,1.043551,3.473696,0.135759,0.388955,0.207306,0.551407,0.561902,0.516677,0.317662,0.239751,0.086733,0.043808,0.401723,0.115707,0.130565,0.048854,0.063894,-0.018738,0.073988,0.524936,0.086042,-316.925922,0.27042,0.317979,-0.152381,0.836481,-0.137588,1.025307,0.042267,0.70451,0.735132,0.207191,-0.351132,0.121808,0.775704,0.460178,-0.042267,0.409089,0.001617,0.608539,0.856957,2.285427,0.025893,0.071673,-0.016881,0.0147,42.91216,1.399616,0.485283,0.544282,3.282473,0.328643,0.250655,0.091796,0.046435,0.216148,0.130763,0.57033,1.917311,0.950675,0.013819,0.041134,-0.119174,-0.072604,-0.074542,-0.034329,0.011593,0.044022,0.01205,0.043287,0.000138,0.803181,0.49679,1.51432,0.51432,0.565588,3.17283,-0.019315,5.75916,-0.662706,0.869507,0.337294,0.337294,2.02864
3,0.043071,0.06308,0.057038,0.11128,0.213511,0.234526,0.245937,0.269097,0.261181,0.192571,0.092953,0.290377,-0.128574,0.016271,0.133606,0.476449,1.01641,0.291929,0.229021,0.048723,0.451925,2.316924,2.621486,0.198465,0.000653,0.077443,0.086397,-0.060574,0.897054,1.577397,0.232694,0.24177,0.309575,0.126569,1.015144,2.696049,0.098139,0.321997,0.159949,0.458175,0.483035,0.447259,0.259892,0.197589,0.073553,0.029312,0.350403,0.087006,0.118747,0.013825,0.045876,-0.004451,0.052596,0.478523,0.017899,-210.753804,0.198465,0.244464,-0.080659,0.933172,-0.048723,0.978814,0.008129,0.55323,0.615269,0.164105,-0.135832,0.089498,0.729088,0.403678,-0.008129,0.408391,0.00215,0.529482,1.041353,2.206105,0.005395,0.075336,-0.003523,-0.096641,49.605645,1.358817,0.440855,0.479165,2.825725,0.265648,0.204299,0.077327,0.030927,0.176623,0.105984,0.488899,1.998136,0.897873,0.014136,0.055192,-0.075959,-0.011044,-0.034311,0.020018,0.013087,0.06148,0.013596,0.059495,0.000254,0.677437,0.592178,1.34458,0.34458,0.683469,3.37591,-0.029031,5.74945,-0.74381,0.727689,0.25619,0.25619,1.68916
4,0.043779,0.061173,0.050814,0.102,0.199767,0.217588,0.231958,0.251066,0.248049,0.178661,0.084269,0.264452,-0.109649,0.019853,0.126147,0.411104,1.020058,0.300299,0.231035,0.074482,0.45452,2.271114,2.847594,0.199723,0.000713,0.082927,0.090541,-0.058209,0.946753,1.561581,0.236129,0.263081,0.321153,0.123794,1.157834,2.964882,0.094785,0.339136,0.187199,0.494697,0.526715,0.479313,0.272256,0.205269,0.076197,0.039398,0.377071,0.083464,0.12659,0.020178,0.063702,-0.052368,0.061339,0.497231,0.114454,-250.549563,0.199723,0.247353,-0.117553,0.898849,-0.074482,0.99729,0.052159,0.590117,0.676133,0.15553,-0.113704,0.087536,0.747349,0.40606,-0.052159,0.401115,0.001712,0.515049,0.982266,2.350152,0.062229,0.067413,-0.04081,-0.081281,60.579105,1.316047,0.438348,0.480605,2.910697,0.275119,0.210456,0.079773,0.04141,0.18615,0.10697,0.485779,2.078731,0.908134,0.01361,0.054451,-0.0837,-0.017269,-0.040646,0.015119,0.01212,0.061059,0.012665,0.05919,0.000237,0.667723,0.598969,1.33643,0.336429,0.690504,3.43562,-0.028879,5.7496,-0.748862,0.716759,0.251138,0.251138,1.67286
5,0.047472,0.064411,0.052347,0.1051,0.210868,0.232001,0.248756,0.258562,0.25799,0.167366,0.080948,0.268715,-0.096832,0.031819,0.132624,0.299843,1.032386,0.330274,0.256128,0.137093,0.479279,2.446861,3.070337,0.23255,0.000797,0.10088,0.108931,-0.064025,1.053159,1.702341,0.254813,0.2877,0.344302,0.138423,1.14886,3.236627,0.107891,0.367115,0.19837,0.526991,0.55017,0.507876,0.288401,0.218348,0.074477,0.036915,0.395029,0.088942,0.121076,0.026197,0.058622,-0.051307,0.066187,0.51323,0.137696,-284.546303,0.23255,0.271789,-0.168896,0.801723,-0.137093,1.013359,0.063782,0.653716,0.718665,0.169342,-0.182377,0.09788,0.763496,0.425268,-0.063782,0.411904,0.001526,0.555035,0.862517,2.50997,0.063993,0.065843,-0.041772,-0.047061,57.877899,1.31582,0.458946,0.50377,3.036301,0.29261,0.224677,0.078194,0.038868,0.206498,0.118925,0.524338,2.05063,0.914608,0.014195,0.05705,-0.083281,-0.013965,-0.040437,0.017771,0.012413,0.063488,0.012944,0.061501,0.00027,0.665485,0.60037,1.33578,0.335783,0.691546,3.46013,-0.030303,5.74817,-0.749697,0.714259,0.250303,0.250303,1.67157
6,0.06206,0.08252,0.072918,0.124909,0.21821,0.244377,0.252938,0.26769,0.268892,0.200927,0.114868,0.291743,-0.136064,-0.003529,0.147114,1.169516,0.99649,0.271259,0.201962,0.016723,0.398621,1.983624,2.306704,0.154202,0.000595,0.057252,0.064375,-0.051105,0.717156,1.215106,0.200878,0.201881,0.263727,0.111291,1.127019,2.423424,0.084428,0.286316,0.146384,0.415212,0.436765,0.394811,0.230356,0.171353,0.06919,0.031271,0.310277,0.089647,0.115618,0.024486,0.0507,-0.039079,0.052638,0.455529,0.042459,-125.172296,0.154202,0.217351,-0.042946,1.016169,-0.016723,0.95662,0.020014,0.479748,0.528571,0.150475,-0.065477,0.078695,0.707606,0.380563,-0.020014,0.405986,0.002858,0.5256,1.159653,2.021074,0.037974,0.081406,-0.025307,-0.132371,52.671599,1.29037,0.377861,0.405519,2.451674,0.234189,0.176331,0.072376,0.03286,0.145733,0.090032,0.440359,2.027247,0.84638,0.018875,0.049055,-0.03202,0.008969,-0.003584,0.030622,0.017391,0.050503,0.017673,0.048656,0.000272,0.874857,0.432338,1.87373,0.873733,0.471339,2.60611,-0.02134,5.75714,-0.588057,0.946922,0.411943,0.411943,2.74746
7,0.06553,0.085136,0.079368,0.133197,0.228644,0.254193,0.263783,0.278098,0.279333,0.213658,0.128367,0.296254,-0.137877,0.00034,0.155158,0.938712,1.000343,0.275217,0.210198,0.028458,0.407457,2.19992,2.332781,0.163045,0.000569,0.064401,0.071519,-0.052646,0.750903,1.239763,0.205134,0.215087,0.27289,0.116495,1.047141,2.474568,0.09025,0.299949,0.142406,0.424199,0.436473,0.39973,0.231175,0.173693,0.063765,0.027648,0.313608,0.090727,0.10566,0.029476,0.044537,-0.015481,0.051631,0.460503,0.041338,-125.040507,0.163045,0.225542,-0.04352,1.002225,-0.028458,0.961336,0.020275,0.507087,0.53544,0.156064,-0.090873,0.082374,0.7121,0.387746,-0.020275,0.40057,0.002725,0.537427,1.134584,1.97937,0.015662,0.080351,-0.010378,-0.132612,51.581098,1.279185,0.382579,0.423747,2.448665,0.235296,0.178859,0.066789,0.029077,0.156281,0.09819,0.457471,2.041606,0.834282,0.022363,0.038498,-0.019616,-0.00231,0.005114,0.019608,0.022306,0.036623,0.022258,0.035608,0.000208,1.08467,0.253219,2.64273,1.64273,0.21912,1.25295,-0.011409,5.76707,-0.397486,1.17729,0.602514,0.602514,4.28547
8,0.068458,0.087662,0.085448,0.142515,0.243353,0.26815,0.27897,0.291619,0.294079,0.22858,0.138807,0.319502,-0.149488,-0.001017,0.164526,0.75494,0.998987,0.278896,0.214769,0.028622,0.406938,1.94814,2.255343,0.164531,0.000749,0.060364,0.069206,-0.055144,0.681042,1.238419,0.206056,0.197479,0.253508,0.122201,0.966353,2.390822,0.091886,0.28056,0.146072,0.409861,0.420665,0.385333,0.231762,0.168786,0.063203,0.02717,0.292542,0.088015,0.100926,0.029141,0.042151,0.012189,0.055232,0.452629,0.00727,-115.877857,0.164531,0.229468,-0.041633,1.001064,-0.028622,0.953839,0.003585,0.468365,0.492327,0.166317,-0.12528,0.086409,0.70493,0.391108,-0.003585,0.414513,0.003215,0.559403,1.138865,1.961942,-0.012215,0.087081,0.008124,-0.130416,43.180751,1.333564,0.382335,0.430717,2.435405,0.238286,0.175308,0.066523,0.028686,0.14802,0.095238,0.467804,1.993578,0.828213,0.020888,0.046332,-0.026945,0.001038,0.000423,0.023791,0.020565,0.043289,0.020646,0.041892,0.000292,0.971348,0.350841,2.17928,1.17928,0.356363,1.54964,-0.017992,5.76049,-0.503501,1.05346,0.496499,0.496499,3.35856
9,0.041176,0.060292,0.056069,0.11472,0.192929,0.222878,0.222004,0.231104,0.239263,0.190935,0.09713,0.255545,-0.099034,0.010915,0.124191,0.675617,1.011001,0.268369,0.206964,0.09326,0.427183,1.787862,2.656477,0.170806,0.000804,0.061732,0.069994,-0.054092,0.801861,1.461641,0.220711,0.222656,0.284682,0.11057,1.132006,2.690165,0.079458,0.290955,0.190912,0.456121,0.481602,0.45062,0.24293,0.171264,0.061849,0.023948,0.320712,0.073145,0.10589,0.006735,0.039744,-0.041422,0.062235,0.477146,0.079972,-186.41329,0.170806,0.223223,-0.125711,0.845291,-0.09326,0.977638,0.036584,0.489834,0.552303,0.143869,-0.053211,0.078185,0.728061,0.38566,-0.036584,0.41146,0.001976,0.515831,0.967911,2.41852,0.047091,0.069514,-0.030978,-0.123663,59.361358,1.368735,0.421563,0.445356,2.665845,0.243594,0.174692,0.064413,0.025076,0.157037,0.088828,0.445314,1.625958,0.880298,0.018044,0.088216,-0.043702,0.057942,-0.01126,0.073672,0.017217,0.098032,0.017542,0.093361,0.000813,0.581322,0.657834,1.26776,0.267759,0.748781,4.14369,-0.049619,5.72886,-0.791598,0.620337,0.208402,0.208402,1.53552
10,0.042557,0.064717,0.064628,0.120357,0.20279,0.223134,0.226035,0.236465,0.244662,0.208026,0.105411,0.273619,-0.119352,0.003092,0.129266,0.566173,1.003111,0.251645,0.195146,0.033068,0.408086,1.779099,2.353544,0.152221,0.000753,0.056612,0.065532,-0.050248,0.665466,1.304524,0.200716,0.203925,0.24897,0.106348,1.034476,2.429673,0.075832,0.264132,0.1697,0.414775,0.42953,0.401197,0.220296,0.152249,0.04824,0.020807,0.280965,0.063702,0.081891,0.016198,0.034487,-0.01022,0.056173,0.454999,0.020226,-173.169772,0.152221,0.210721,-0.051304,0.968294,-0.033068,0.956266,0.00871,0.435989,0.469648,0.144179,-0.039941,0.075199,0.707387,0.374708,-0.00871,0.419099,0.002475,0.502696,1.08528,2.300669,0.011962,0.0763,-0.007776,-0.154619,53.959298,1.384956,0.394471,0.420515,2.470105,0.222073,0.155909,0.050318,0.021793,0.147448,0.086422,0.444548,1.586694,0.847832,0.014016,0.101522,-0.022808,0.091035,-0.001049,0.095211,0.010988,0.10863,0.011727,0.102305,0.000877,0.424888,0.761458,1.1589,0.158904,0.845017,5.75933,-0.061876,5.7166,-0.863862,0.446666,0.136138,0.136138,1.31781
11,0.044984,0.071019,0.084417,0.133325,0.221217,0.229843,0.236557,0.247273,0.256194,0.238194,0.123225,0.300779,-0.128856,-0.009201,0.140298,0.442107,0.990871,0.21857,0.171531,0.018159,0.378797,1.908237,2.000151,0.133563,0.000564,0.049886,0.060102,-0.046573,0.540416,1.172786,0.175528,0.177092,0.212215,0.097286,0.851385,2.047712,0.069778,0.222689,0.128428,0.340812,0.35189,0.331203,0.189548,0.132337,0.03661,0.014639,0.23462,0.04758,0.060131,0.011077,0.023662,0.048795,0.038278,0.411933,-0.080482,-139.771116,0.133563,0.185616,-0.030737,0.986881,-0.018159,0.916642,-0.042929,0.358112,0.380143,0.144887,-0.011636,0.068792,0.670406,0.351396,0.042929,0.466092,0.003773,0.515404,1.123194,2.423372,-0.045644,0.090649,0.031021,-0.207556,43.840851,1.411215,0.369364,0.391855,2.279248,0.193767,0.13682,0.038394,0.015387,0.133205,0.081476,0.451311,1.485424,0.77399,0.012139,0.093654,-0.01364,0.087616,0.002558,0.089282,0.008973,0.09954,0.009876,0.093411,0.000696,0.405718,0.773242,1.14922,0.149217,0.854211,6.10978,-0.05764,5.72084,-0.871292,0.425785,0.128708,0.128708,1.29843
12,0.047959,0.07457,0.095619,0.143682,0.231088,0.242379,0.253806,0.25994,0.270476,0.258262,0.133654,0.331568,-0.145478,-0.022937,0.151524,0.385059,0.977345,0.182303,0.146871,-0.003298,0.353611,1.763989,1.746199,0.113988,0.000417,0.035808,0.047573,-0.043114,0.43121,1.085416,0.152712,0.136943,0.176977,0.087096,0.664272,1.754961,0.061753,0.179074,0.098565,0.27262,0.290479,0.27066,0.166255,0.117523,0.039586,0.013926,0.197752,0.043206,0.062492,0.002201,0.021543,0.121109,0.019291,0.368591,-0.158394,-109.104859,0.113988,0.159329,-0.016038,1.012504,0.003298,0.878805,-0.08932,0.280055,0.312639,0.145615,0.020127,0.061586,0.63631,0.325598,0.08932,0.502616,0.00529,0.53051,1.184844,2.434938,-0.106087,0.104935,0.072657,-0.264055,34.839676,1.458261,0.351716,0.384994,2.17753,0.172423,0.122763,0.04173,0.014709,0.106643,0.063445,0.44475,1.449179,0.750585,0.010065,0.068247,-0.025876,0.051997,-0.004024,0.061943,0.007579,0.074807,0.008559,0.070868,0.00028,0.454811,0.742594,1.17584,0.175838,0.829348,5.29484,-0.041141,5.73734,-0.851541,0.479473,0.148459,0.148459,1.35168
13,0.048657,0.073514,0.089028,0.141767,0.227622,0.248978,0.267307,0.271127,0.277336,0.2583,0.130725,0.350586,-0.170433,-0.021657,0.155678,0.339718,0.978602,0.193484,0.156991,-0.03736,0.373031,1.56122,1.744759,0.115068,0.000464,0.030595,0.043318,-0.044672,0.423737,1.141687,0.155413,0.124699,0.174508,0.094448,0.650367,1.789392,0.067502,0.185881,0.100775,0.281119,0.303042,0.27038,0.178408,0.127731,0.055894,0.023716,0.208933,0.062737,0.086608,0.011848,0.035841,0.133548,0.018006,0.374132,-0.18165,-116.946166,0.115068,0.169461,0.013369,1.104648,0.03736,0.88357,-0.102571,0.292157,0.333086,0.154897,-0.018102,0.066785,0.640559,0.335456,0.102571,0.487497,0.005301,0.533927,1.260618,2.23856,-0.116529,0.107418,0.080124,-0.236712,32.222172,1.504185,0.362976,0.405629,2.303633,0.186095,0.134055,0.059037,0.025099,0.098068,0.055395,0.44107,1.53636,0.798576,0.010363,0.063593,-0.049055,0.030847,-0.016935,0.049815,0.007974,0.071911,0.008871,0.068793,0.000255,0.490758,0.719136,1.19931,0.19931,0.808287,4.88336,-0.03764,5.74084,-0.835509,0.519246,0.164491,0.164491,1.39862
14,0.046792,0.069644,0.075317,0.130923,0.227575,0.253968,0.276509,0.287993,0.280668,0.260437,0.129011,0.348148,-0.17759,-0.00375,0.156706,0.267011,0.996319,0.255475,0.201494,-0.033776,0.42186,1.687947,2.034661,0.148937,0.000681,0.04642,0.058829,-0.053198,0.562753,1.328848,0.189547,0.16248,0.218295,0.118699,0.816246,2.155665,0.087839,0.24489,0.129594,0.362279,0.382468,0.33777,0.222513,0.162204,0.071097,0.034538,0.266826,0.086042,0.109327,0.028228,0.051701,0.071188,0.036612,0.42456,-0.12906,-159.732388,0.148937,0.215099,0.01028,1.132233,0.033776,0.928192,-0.06945,0.400375,0.442626,0.171205,-0.12178,0.083933,0.68114,0.377925,0.06945,0.447901,0.003962,0.537409,1.235581,2.082297,-0.065967,0.098011,0.04525,-0.139411,34.96073,1.492049,0.398498,0.438274,2.58448,0.231579,0.170092,0.075146,0.036573,0.125932,0.07577,0.46385,1.645562,0.860086,0.015189,0.085925,-0.057965,0.053011,-0.020982,0.071475,0.013615,0.099508,0.014122,0.095044,0.000726,0.52334,0.697965,1.22,0.220005,0.789531,4.51386,-0.050018,5.72846,-0.821156,0.555283,0.178844,0.178844,1.44001
15,0.045081,0.066457,0.070803,0.125417,0.231683,0.258801,0.278704,0.297782,0.284195,0.267328,0.131044,0.335696,-0.172293,0.009937,0.157055,0.218385,1.009994,0.290756,0.229081,-0.018173,0.45419,1.969521,2.309448,0.180907,0.000764,0.063692,0.075589,-0.05996,0.714023,1.518466,0.217718,0.202224,0.262803,0.132345,0.905793,2.444474,0.100499,0.289121,0.147901,0.419047,0.440672,0.395286,0.252381,0.187888,0.077067,0.036792,0.313242,0.092301,0.118554,0.028459,0.054961,0.036932,0.047005,0.45768,-0.083759,-194.324944,0.180907,0.243315,-0.008372,1.09791,0.018173,0.958644,-0.043356,0.485139,0.534821,0.178246,-0.176715,0.093582,0.709524,0.402721,0.043356,0.418691,0.002936,0.537003,1.187316,2.01298,-0.038952,0.088295,0.026393,-0.090933,38.240357,1.469281,0.431266,0.471516,2.811092,0.261848,0.196613,0.081453,0.038965,0.154642,0.095433,0.488414,1.66629,0.878486,0.020074,0.114474,-0.038531,0.10501,-0.006942,0.112757,0.01975,0.133984,0.019896,0.127038,0.001547,0.523996,0.698051,1.21789,0.217885,0.790763,4.45828,-0.066751,5.71173,-0.821742,0.555846,0.178258,0.178258,1.43577
16,0.048854,0.069386,0.079217,0.134204,0.234257,0.265346,0.281938,0.300437,0.291076,0.276577,0.139469,0.341307,-0.178029,0.00625,0.162012,0.208955,1.006293,0.280791,0.223478,-0.024415,0.446389,1.786089,2.244621,0.172377,0.000804,0.056106,0.068281,-0.058968,0.6691,1.476981,0.212363,0.185531,0.24982,0.12997,0.866288,2.370427,0.09716,0.275322,0.146833,0.40561,0.428802,0.38247,0.247593,0.182111,0.079809,0.037263,0.301063,0.094641,0.122407,0.027366,0.055416,0.053963,0.046743,0.450139,-0.093453,-177.181525,0.172377,0.237568,-0.003676,1.109451,0.024415,0.951551,-0.049633,0.458144,0.510109,0.177728,-0.168295,0.091902,0.702805,0.397881,0.049633,0.418797,0.003149,0.541344,1.211409,1.965192,-0.054922,0.090325,0.037184,-0.105512,36.680651,1.484702,0.424172,0.472798,2.767087,0.25729,0.190809,0.084371,0.039473,0.14245,0.086707,0.476986,1.589847,0.85355,0.020718,0.123645,-0.022984,0.126196,0.002469,0.127391,0.020247,0.143456,0.020341,0.135252,0.001836,0.505155,0.71047,1.20525,0.205252,0.802107,4.64579,-0.07278,5.7057,-0.830314,0.534926,0.169686,0.169686,1.4105
17,0.05347,0.076925,0.089682,0.147877,0.236952,0.270301,0.28564,0.302682,0.296767,0.287818,0.153881,0.367868,-0.195142,-0.005756,0.168289,0.253633,0.994278,0.259401,0.208297,-0.038014,0.419366,1.312885,2.012377,0.146742,0.000915,0.036392,0.049479,-0.055408,0.519199,1.299618,0.192653,0.138281,0.205597,0.124942,0.777969,2.140566,0.089348,0.234996,0.139258,0.362244,0.386526,0.335105,0.23142,0.164103,0.084999,0.040531,0.261483,0.099987,0.12784,0.030899,0.059064,0.093549,0.045061,0.425354,-0.121059,-136.182658,0.146742,0.221697,0.009809,1.147921,0.038014,0.928482,-0.067161,0.380442,0.43074,0.180195,-0.156303,0.088347,0.681122,0.384373,0.067161,0.438924,0.004207,0.560077,1.265707,1.921104,-0.088025,0.101009,0.059683,-0.135596,31.156313,1.514331,0.393566,0.459166,2.587979,0.242045,0.172787,0.089976,0.042966,0.108658,0.063176,0.454263,1.507949,0.8202,0.019455,0.113462,-0.020107,0.109417,0.003431,0.112228,0.01845,0.127189,0.018653,0.119829,0.001455,0.509524,0.707742,1.20752,0.207522,0.799928,4.58491,-0.066473,5.712,-0.828572,0.539719,0.171428,0.171428,1.41504
18,0.052294,0.078852,0.090903,0.150934,0.241722,0.273035,0.287158,0.303499,0.296355,0.294505,0.162435,0.372385,-0.198963,-0.006503,0.169756,0.391249,0.993531,0.267139,0.211685,-0.040237,0.418275,1.397905,2.016057,0.150244,0.000934,0.041039,0.054103,-0.055763,0.520593,1.278103,0.193566,0.146208,0.206083,0.12719,0.801341,2.158984,0.091364,0.238452,0.139805,0.365909,0.393339,0.336079,0.237105,0.169578,0.085408,0.045595,0.268473,0.095583,0.127317,0.034086,0.066136,0.08233,0.04692,0.427483,-0.111996,-132.713513,0.150244,0.225023,0.008124,1.160368,0.040237,0.930446,-0.061581,0.387045,0.444733,0.182488,-0.167197,0.089937,0.682955,0.387201,0.061581,0.437991,0.004297,0.56439,1.275466,1.892446,-0.077632,0.102137,0.05262,-0.126349,30.909843,1.499362,0.389769,0.457375,2.601492,0.248296,0.178709,0.090462,0.048343,0.115406,0.069753,0.46575,1.506817,0.817518,0.016243,0.107446,-0.029309,0.095831,-0.002951,0.101864,0.014479,0.11808,0.01496,0.111549,0.001089,0.462277,0.738358,1.17802,0.178016,0.826847,5.12946,-0.064491,5.71399,-0.849231,0.487479,0.150768,0.150768,1.35603
19,0.052479,0.079848,0.09329,0.151571,0.252036,0.284705,0.299626,0.311203,0.301948,0.306488,0.171084,0.373199,-0.205014,0.000457,0.176319,0.520092,1.000467,0.295838,0.231879,-0.040399,0.436037,1.525923,2.161549,0.170239,0.001153,0.053223,0.066677,-0.060193,0.572125,1.358644,0.210194,0.171271,0.222315,0.13832,0.863214,2.334822,0.099435,0.2585,0.157646,0.399766,0.419421,0.367042,0.250735,0.176397,0.07726,0.042738,0.280316,0.091298,0.114591,0.038411,0.061901,0.054478,0.058186,0.44697,-0.082042,-144.795769,0.170239,0.245217,0.016863,1.170964,0.040399,0.948514,-0.043816,0.42475,0.467636,0.190209,-0.215296,0.097807,0.699883,0.40419,0.043816,0.418846,0.003784,0.568707,1.27456,1.801656,-0.055813,0.098107,0.037628,-0.090103,31.359068,1.500739,0.404424,0.464435,2.669758,0.262237,0.185827,0.08185,0.045316,0.135576,0.086383,0.491505,1.497224,0.823163,0.014459,0.110429,-0.023367,0.106352,-0.000884,0.108653,0.01209,0.122851,0.012739,0.115552,0.001014,0.413781,0.768471,1.15261,0.152613,0.850852,5.92832,-0.067862,5.71062,-0.868446,0.434479,0.131554,0.131554,1.30523
20,0.055963,0.08555,0.109592,0.166123,0.268611,0.301144,0.314433,0.324664,0.31433,0.330457,0.189933,0.406177,-0.226859,-0.007241,0.188403,0.487369,0.992844,0.281866,0.226444,-0.049976,0.41662,1.130952,2.062412,0.164521,0.001671,0.040107,0.055634,-0.062085,0.475117,1.286396,0.206871,0.137846,0.190734,0.139601,0.768505,2.197976,0.092539,0.220385,0.165603,0.372026,0.382439,0.345162,0.236156,0.151371,0.067595,0.030712,0.231915,0.085335,0.097423,0.03112,0.043293,0.098282,0.068244,0.430633,-0.091482,-125.895035,0.164521,0.239011,0.03781,1.176419,0.049976,0.933568,-0.052389,0.354896,0.376283,0.199157,-0.234355,0.098713,0.686013,0.398884,0.052389,0.437671,0.004862,0.592103,1.311479,1.766903,-0.09765,0.10753,0.065314,-0.108187,25.302466,1.551759,0.390742,0.463569,2.49603,0.248101,0.159963,0.071668,0.032567,0.112129,0.067648,0.494876,1.381273,0.782889,0.013153,0.11809,-0.01227,0.12738,0.004083,0.123437,0.010867,0.135152,0.011617,0.12633,0.001035,0.365359,0.797871,1.12928,0.129285,0.873159,6.93815,-0.074202,5.70427,-0.8867,0.381945,0.1133,0.1133,1.25857
21,0.058574,0.090424,0.121062,0.178914,0.278901,0.309046,0.319868,0.33167,0.320507,0.346329,0.203278,0.428879,-0.238205,-0.019942,0.195054,0.363471,0.980287,0.243342,0.201854,-0.058555,0.389997,0.801359,1.868774,0.144339,0.00184,0.02244,0.039719,-0.059152,0.362708,1.190719,0.188934,0.097905,0.153175,0.128675,0.645967,1.945047,0.078169,0.172503,0.155988,0.319671,0.329927,0.301767,0.210897,0.124412,0.061746,0.022736,0.183573,0.075923,0.087267,0.019873,0.031283,0.155349,0.063116,0.399255,-0.133013,-102.11767,0.144339,0.213839,0.047175,1.170317,0.058555,0.905191,-0.080031,0.268576,0.287611,0.197356,-0.19684,0.090987,0.659835,0.377155,0.080031,0.467209,0.006159,0.604629,1.345388,1.81206,-0.14763,0.118205,0.099293,-0.15433,20.85086,1.608532,0.373023,0.455671,2.331947,0.222542,0.131835,0.065491,0.024106,0.081964,0.040274,0.483769,1.301947,0.749216,0.011958,0.109136,-0.008771,0.118877,0.00515,0.114989,0.010208,0.125623,0.01101,0.117305,0.000818,0.367403,0.796785,1.12962,0.129615,0.872684,6.89987,-0.068715,5.70976,-0.886181,0.384104,0.113819,0.113819,1.25923
